#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:HBV" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:HBV" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:HBV" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:HBV" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:HBV">
#                    <trait id="dateTrait.t:HBV" spec="beast.evolution.tree.TraitSet" traitname="date" value="AB033550_1988_33.3431887795_134.9307404236=1988,AB033554_1985_-2.3045941592_118.5275669247=1985,AB111946_1998_15.880672531_106.7863444469=1998,AB112066_1999_15.2357758333_97.1170427803=1999,AB112471_2002_10.826174473_100.0321841486=2002,AB117759_2004_11.8647366524_104.4581350327=2004,AB198076_2001_31.3068442593_109.4304560078=2001,AB205128_2000_67.7822238778_83.2782706988=2000,AB205190_2000_7.0869990345_-0.6788566207=2000,AB219428_2002_11.4823584448_122.5890168578=2002,AJ344117_1990_46.339250578_1.5156738165=1990,AY341335_2003_37.779236413_24.2931907174=2003,AY641558_2003_39.8942378947_126.8819515526=2003,AY721605_2004_39.1656946813_32.8656198791=2004,AY738147_1998_-4.6027905391_22.3356877351=1998,DQ060824_1983_-21.3700228571_19.1068796429=1983,DQ315776_2000_17.9831869307_84.5569572724=2000">
#                        <taxa id="TaxonSet.HBV" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.HBV"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="KappaPrior.s:HBV" name="distribution">
#            <parameter id="kappa.s:HBV" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:HBV" name="distribution" x="@popSize.t:HBV">
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="alpha">0.01</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="beta">100.0</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@HBV" id="treeLikelihood.HBV" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:HBV">
#            <siteModel id="SiteModel.s:HBV" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:HBV" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:HBV" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:HBV" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:HBV" kappa="@kappa.s:HBV" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:HBV" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:HBV" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:HBV" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:HBV" name="clock.rate">2.0E-5</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	NSlikelihood	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	popSize	CoalescentConstant	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
47	-36015.42013450386	-36073.6908019967	-36015.42013450386	-58.27066749284295	-36015.42013450386	36.185240225705165	7.199259185322047	6.6058452003706325	-48.270379214899286	0.31448851461697225	0.18620497609876496	0.3179794956472255	0.1813270136370374
48	-36002.61435982823	-36063.428182089825	-36002.61435982823	-60.81382226159644	-36002.61435982823	31.173055187466325	2.2252019586302385	8.465318642695879	-52.014270346189434	0.30285876457780747	0.17862732617826188	0.307873563786579	0.21064034545735152
49	-36001.710423770564	-36053.35013260834	-36001.710423770564	-51.63970883777592	-36001.710423770564	37.041683731177095	9.360549589157655	4.657497668160178	-41.55666116167368	0.3232096881532442	0.18350809935042434	0.2708059108549818	0.22247630164134952
50	-35987.80277873284	-36046.79189579113	-35987.80277873284	-58.98911705829468	-35987.80277873284	36.09165843496717	19.295108082486834	7.89600857284018	-46.887872047855296	0.3225770599875923	0.2041533236616599	0.2716610959691338	0.2016085203816138
51	-35946.76580343914	-36019.03291030808	-35946.76580343914	-72.26710686893865	-35946.76580343914	41.39123887911581	2.493809105338078	13.627284788644287	-62.84107865935113	0.33439011455843703	0.1789723346298991	0.27394320989909965	0.21269434091256403
52	-35761.78062318156	-35837.77755959669	-35761.78062318156	-75.99693641512897	-35761.78062318156	98.19659785573428	2.830426900183845	14.475072759714404	-66.3779177014525	0.2960830777289695	0.18069542445295111	0.3090913727337579	0.21413012508432133
53	-35735.43597535256	-35785.168742026304	-35735.43597535256	-49.732766673750206	-35735.43597535256	23.899728445746113	26.81930051102155	4.607932386378894	-37.42062527917942	0.33655725712709617	0.18382555841493067	0.2762081724225048	0.20340901203546816
54	-35731.14587117414	-35806.48136041356	-35731.14587117414	-75.33548923941737	-35731.14587117414	76.5947056200141	3.352480552833635	26.24666501134831	-64.82677306442974	0.30201051875727064	0.16582603509721688	0.3003104924469432	0.23185295369856934
55	-35483.91556118099	-35538.045592056544	-35483.91556118099	-54.130030875552634	-35483.91556118099	24.488555729833788	1.374935287762518	7.126381600759612	-45.859918917387354	0.26332318382750386	0.23767435673473614	0.24900245943775998	0.25
56	-35479.86750284169	-35559.43728958683	-35479.86750284169	-79.56978674513941	-35479.86750284169	60.991279979944586	11.81251605997059	10.336522755766435	-68.20662388706005	0.31557476069678925	0.1924843948995564	0.2927534571663821	0.19918738723727208
57	-35239.25738189076	-35329.417706414206	-35239.25738189076	-90.16032452344581	-35239.25738189076	82.50609347365831	12.523899646712739	42.72831538962932	-76.95369802066487	0.28453487552744	0.2152554623444396	0.27627001291334796	0.2239396492147724
58	-35122.519170275344	-35210.641443218454	-35122.519170275344	-88.12227294311317	-35122.519170275344	90.32231599040341	14.044312962621868	36.57820853901159	-74.90020040330761	0.2917068657449118	0.2171480386721265	0.25753374711102206	0.23361134847193968
59	-35090.76259240647	-35151.65127821787	-35090.76259240647	-60.888685811396776	-35090.76259240647	39.28078647514165	16.695164124367153	10.030686432247709	-48.84876327553019	0.3097174810174615	0.19872110037450982	0.28835596913743317	0.2032054494705954
60	-35058.97972524508	-35117.32881248421	-35058.97972524508	-58.34908723912387	-35058.97972524508	33.0864965757382	14.078643068537088	8.746923515757844	-46.816761342382534	0.32948238096811727	0.18006699080805774	0.28115811075292807	0.20929251747089672
61	-34971.4016990776	-35040.21781388145	-34971.4016990776	-68.81611480384777	-34971.4016990776	29.099000495233785	18.61564124631605	13.51175152725232	-56.207286304165066	0.320358934674835	0.17789597334787174	0.2967196518144221	0.20502544016287097
62	-34873.824293650294	-34911.03263178692	-34873.824293650294	-37.20833813662183	-34873.824293650294	24.03851717624025	1.5609404374384304	1.6683420667475044	-30.353574955021536	0.29243419698345013	0.19409856439011947	0.3136671560813349	0.19980008254509538
63	-34794.52718368838	-34861.27261407205	-34794.52718368838	-66.74543038367322	-34794.52718368838	42.87425716467279	0.8952920824882376	15.262276211272539	-57.8229667896844	0.29977597979785	0.19116402512005964	0.3052025194497177	0.20385747563237247
64	-34719.195895554905	-34773.638247037234	-34719.195895554905	-54.44235148232615	-34719.195895554905	31.986589640651793	1.58301324628681	7.9091622548427365	-45.97543075458516	0.31430245671054163	0.18929199674153407	0.2791296873544214	0.21727585919350276
65	-34615.49451296281	-34670.122866663674	-34615.49451296281	-54.62835370086225	-34615.49451296281	37.25971523931868	0.9944538659733392	7.493373101030516	-46.453919720037476	0.3422638841410979	0.1894342087175508	0.25099475041062647	0.2173071567307246
66	-34494.80875324263	-34574.675386991585	-34494.80875324263	-79.86663374895846	-34494.80875324263	48.72223707471849	2.441139979214632	35.678328204322035	-69.28727325174371	0.31685201209468944	0.17776484091774214	0.33680828840645716	0.16857485858111132
67	-34491.84529982046	-34563.72977010357	-34491.84529982046	-71.8844702831102	-34491.84529982046	44.71845429099194	7.5298651510769075	15.822392951825693	-60.853748209618836	0.2960830777289695	0.18761479638394218	0.307873563786579	0.2084285621005092
68	-34486.80708001646	-34561.011655975584	-34486.80708001646	-74.2045759591257	-34486.80708001646	41.283297584745505	8.538768085026797	15.141074273211206	-63.01145051970021	0.33030244333300784	0.1677233721571938	0.30253026319457105	0.19944392131522717
69	-34380.08378324398	-34461.16692479808	-34380.08378324398	-81.08314155410662	-34380.08378324398	109.11250078294955	0.8385058067565698	28.83900258290388	-71.41250718807201	0.30250600814781764	0.20678242675555958	0.2933234290873572	0.19738813600926536
