#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:HBV" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:HBV" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:HBV" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:HBV" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:HBV">
#                    <trait id="dateTrait.t:HBV" spec="beast.evolution.tree.TraitSet" traitname="date" value="AB033550_1988_33.3431887795_134.9307404236=1988,AB033554_1985_-2.3045941592_118.5275669247=1985,AB111946_1998_15.880672531_106.7863444469=1998,AB112066_1999_15.2357758333_97.1170427803=1999,AB112471_2002_10.826174473_100.0321841486=2002,AB117759_2004_11.8647366524_104.4581350327=2004,AB198076_2001_31.3068442593_109.4304560078=2001,AB205128_2000_67.7822238778_83.2782706988=2000,AB205190_2000_7.0869990345_-0.6788566207=2000,AB219428_2002_11.4823584448_122.5890168578=2002,AJ344117_1990_46.339250578_1.5156738165=1990,AY341335_2003_37.779236413_24.2931907174=2003,AY641558_2003_39.8942378947_126.8819515526=2003,AY721605_2004_39.1656946813_32.8656198791=2004,AY738147_1998_-4.6027905391_22.3356877351=1998,DQ060824_1983_-21.3700228571_19.1068796429=1983,DQ315776_2000_17.9831869307_84.5569572724=2000">
#                        <taxa id="TaxonSet.HBV" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.HBV"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="KappaPrior.s:HBV" name="distribution">
#            <parameter id="kappa.s:HBV" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:HBV" name="distribution" x="@popSize.t:HBV">
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="alpha">0.01</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="beta">100.0</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@HBV" id="treeLikelihood.HBV" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:HBV">
#            <siteModel id="SiteModel.s:HBV" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:HBV" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:HBV" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:HBV" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:HBV" kappa="@kappa.s:HBV" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:HBV" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:HBV" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:HBV" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:HBV" name="clock.rate">2.0E-5</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	popSize	CoalescentConstant	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
247000	-12510.203694440315	-12310.330687286607	-199.87300715370827	-12310.330687286607	3612.0085914865995	2.658087991861509	2008.9810022642855	-165.48848686105003	0.23251315897612346	0.2795836709395492	0.22147651932421503	0.26642665076011235
248000	-12522.787136872144	-12321.436897234385	-201.35023963775976	-12321.436897234385	3400.3178075158594	2.658087991861509	3006.9388760509664	-156.58687860959913	0.23251315897612346	0.2795836709395492	0.22147651932421503	0.26642665076011235
249000	-12509.256447060046	-12309.011363548076	-200.2450835119715	-12309.011363548076	3520.298539648198	2.6258537916336264	1901.745588215994	-166.9992027127981	0.23251315897612346	0.2795836709395492	0.22147651932421503	0.26642665076011235
250000	-12511.91536271632	-12310.720140173173	-201.19522254314768	-12310.720140173173	3497.834168162351	2.6258537916336264	2233.0460977489197	-164.47734817138826	0.23251315897612346	0.2795836709395492	0.22147651932421503	0.26642665076011235
251000	-12512.146562024582	-12310.248969208149	-201.89759281643325	-12310.248969208149	3335.38624263347	2.6258537916336264	2181.799991980311	-165.7151637344033	0.23251315897612346	0.2795836709395492	0.21439568099444908	0.2735074890898783
252000	-12512.133437298364	-12307.657269727013	-204.4761675713499	-12307.657269727013	3263.511386198192	2.6258537916336264	3179.6736459324857	-157.94213988928323	0.23251315897612346	0.2793838522867232	0.21439568099444908	0.27370730774270435
253000	-12508.022925049661	-12306.512860683466	-201.5100643661958	-12306.512860683466	3558.3486303621794	2.6258537916336264	2715.9826884489717	-159.76899474037566	0.23251315897612346	0.26940965719446636	0.21439568099444908	0.2836815028349612
254000	-12511.654436369943	-12312.03270909991	-199.621727270032	-12312.03270909991	3680.0967361379853	2.6258537916336264	2097.810164930416	-164.31806009496933	0.23158816255328674	0.26940965719446636	0.21439568099444908	0.2846064992577979
255000	-12520.113346326016	-12319.615428128402	-200.49791819761361	-12319.615428128402	3291.718894306262	2.6258537916336264	2127.8351080469847	-164.87993264237713	0.23158816255328674	0.26940965719446636	0.21439568099444908	0.2846064992577979
256000	-12509.161775204593	-12307.144824971903	-202.01695023268914	-12307.144824971903	3520.886166171785	2.6258537916336264	1943.527518568183	-168.33173501889237	0.23158816255328674	0.26940965719446636	0.21439568099444908	0.2846064992577979
257000	-12515.718119652756	-12314.631239261118	-201.08688039163752	-12314.631239261118	3566.610249952092	2.6258537916336264	2079.746295875372	-165.97241353495198	0.24236978488920327	0.2586280348585498	0.21439568099444908	0.2846064992577979
258000	-12513.542821839725	-12312.799560853728	-200.7432609859978	-12312.799560853728	3708.553465629987	2.6345302156688	2255.323491403891	-163.78955591481048	0.24236978488920327	0.2586280348585498	0.21439568099444908	0.2846064992577979
259000	-12513.245019018805	-12314.650600710409	-198.59441830839617	-12314.650600710409	3298.778433317942	2.6345302156688	2095.2656901957844	-163.31416817018098	0.24236978488920327	0.2586280348585498	0.21439568099444908	0.2846064992577979
260000	-12507.711297612861	-12307.725016696699	-199.98628091616192	-12307.725016696699	3422.964699694773	2.6345302156688	2234.055146700183	-163.2546395739966	0.23142395098886873	0.26957386875888434	0.21439568099444908	0.2846064992577979
261000	-12509.45905156212	-12309.444889081673	-200.01416248044774	-12309.444889081673	3350.177085914731	2.6345302156688	2237.539878495722	-163.24613079813628	0.23142395098886873	0.26569792079511023	0.21439568099444908	0.288482447221572
262000	-12515.340032249682	-12308.993859472686	-206.346172776995	-12308.993859472686	3575.9002913738086	2.6345302156688	3125.309181501248	-160.36963340427872	0.23142395098886873	0.26569792079511023	0.21439568099444908	0.288482447221572
263000	-12509.702066677586	-12306.960473642874	-202.7415930347129	-12306.960473642874	3350.602580172857	2.6345302156688	2822.6104690822954	-159.8928931369355	0.23142395098886873	0.26569792079511023	0.22495818278328233	0.2779199454327388
264000	-12512.574175045522	-12313.904130971	-198.6700440745224	-12313.904130971	3494.7652952113226	2.6345302156688	2250.4026419436723	-161.76770992093338	0.23142395098886873	0.26569792079511023	0.22495818278328233	0.2779199454327388
265000	-12510.172415269875	-12308.53129233723	-201.6411229326452	-12308.53129233723	3430.6288589678675	2.6345302156688	2403.0278713552175	-163.1475722858992	0.23142395098886873	0.26569792079511023	0.22495818278328233	0.2779199454327388
266000	-12509.664589191576	-12307.461599625942	-202.20298956563346	-12307.461599625942	3483.208338639607	2.6345302156688	2476.9544313835395	-162.94017612219986	0.23142395098886873	0.26569792079511023	0.22495818278328233	0.2779199454327388
267000	-12509.922613632865	-12307.602422000127	-202.32019163273864	-12307.602422000127	3411.060529605507	2.6345302156688	2306.2135813375344	-164.83549517885234	0.23142395098886873	0.25575514852650316	0.22585501891005486	0.2869658815745733
268000	-12511.483024507208	-12309.032001916048	-202.45102259116044	-12309.032001916048	3664.18472178719	2.668522391608695	2139.051141675811	-166.69982693508186	0.23142395098886873	0.2695893139718146	0.2120208534647434	0.2869658815745733
269000	-12511.980479900638	-12312.238863227603	-199.74161667303377	-12312.238863227603	3446.572284257889	2.637286643656226	2370.4395619128745	-161.58644159977916	0.23142395098886873	0.2695893139718146	0.2120208534647434	0.2869658815745733
270000	-12510.330718929688	-12310.212471838462	-200.11824709122652	-12310.212471838462	3432.991943638223	2.637286643656226	2154.9269723742987	-164.21256329930023	0.23142395098886873	0.2695893139718146	0.2125722764832281	0.2864144585560886
271000	-12507.984571756791	-12306.289088407253	-201.69548334953765	-12306.289088407253	3562.1164153543696	2.637286643656226	2335.4013757377984	-163.90543285705195	0.23142395098886873	0.2695893139718146	0.2125722764832281	0.2864144585560886
272000	-12514.34379554034	-12312.206046387455	-202.13774915288477	-12312.206046387455	3418.9065003212995	2.637286643656226	2143.841843165635	-166.34802244156842	0.2562113045411052	0.26196533319914744	0.2125722764832281	0.26925108577651935
273000	-12514.316301103921	-12311.338426563225	-202.97787454069723	-12311.338426563225	3522.447326949645	2.637286643656226	2497.078775012797	-163.50478164640768	0.2562113045411052	0.2637019963682662	0.2125722764832281	0.2675144226074006
274000	-12512.345870267285	-12312.122563990051	-200.22330627723386	-12312.122563990051	3536.9844464457615	2.637286643656226	2003.431075856819	-165.9047480814324	0.2562113045411052	0.2637019963682662	0.2125722764832281	0.2675144226074006
275000	-12509.685260452825	-12306.589169464636	-203.09609098818845	-12306.589169464636	3498.406801410231	2.637286643656226	2160.9788034445464	-167.12711249654774	0.24065162131252035	0.2637019963682662	0.22813195971181294	0.2675144226074006
276000	-12510.779569486087	-12308.777352444407	-202.00221704167876	-12308.777352444407	3389.284923417518	2.637286643656226	2248.8297307619355	-165.1152790713404	0.24065162131252035	0.2637019963682662	0.2163310237444985	0.279315358574715
277000	-12510.23300116249	-12308.080188511354	-202.15281265113578	-12308.080188511354	3515.864763020686	2.637286643656226	2276.815639659506	-164.97377141415924	0.24065162131252035	0.2637019963682662	0.21728374497956818	0.27836263733964534
278000	-12510.66913567476	-12309.225865118935	-201.44327055582465	-12309.225865118935	3408.140364778073	2.637286643656226	2101.9963853580125	-166.0915132238543	0.23182471012955025	0.2637019963682662	0.21728374497956818	0.2871895485226154
279000	-12513.064972174585	-12312.577692729346	-200.48727944523858	-12312.577692729346	3696.6721431493916	2.593028151783806	2455.6252865275783	-161.46179909964167	0.23182471012955025	0.26603712885349284	0.21728374497956818	0.28485441603738876
280000	-12514.456418960315	-12313.750885484265	-200.70553347604988	-12313.750885484265	3594.201140714829	2.593028151783806	2408.5850727561915	-162.16960380823517	0.23182471012955025	0.26603712885349284	0.2204439689362852	0.28169419208067176
281000	-12508.94896760647	-12309.06241350974	-199.8865540967283	-12309.06241350974	3541.582499735679	2.593028151783806	1994.7430757604125	-165.67568336714686	0.23182471012955025	0.2604833158995134	0.22599778189026465	0.28169419208067176
282000	-12510.76832651032	-12307.992262319713	-202.77606419060743	-12307.992262319713	3640.892375486504	2.593028151783806	2542.3180734715156	-162.84930806003533	0.23182471012955025	0.2604833158995134	0.22599778189026465	0.28169419208067176
283000	-12517.728838984965	-12315.806149483853	-201.92268950111236	-12315.806149483853	3232.438867518186	2.593028151783806	2498.583425113299	-162.45045868148	0.24287367174669014	0.2604833158995134	0.22599778189026465	0.2706452304635319
284000	-12511.852637953009	-12310.14545473618	-201.70718321682767	-12310.14545473618	3563.54978268261	2.5970737451570938	2482.015011669017	-162.4057105298909	0.24287367174669014	0.2604833158995134	0.22599778189026465	0.2706452304635319
285000	-12514.601590072816	-12312.961563410609	-201.6400266622071	-12312.961563410609	3335.4924765489886	2.5970737451570938	2503.0453562209177	-162.1198975056818	0.24287367174669014	0.2604833158995134	0.22599778189026465	0.2706452304635319
286000	-12512.78626379335	-12313.012968082603	-199.77329571074696	-12313.012968082603	3259.4446864769325	2.5970737451570938	2138.9163136077286	-164.05009371984295	0.24287367174669014	0.2604833158995134	0.22599778189026465	0.2706452304635319
287000	-12511.531734867154	-12309.898530615807	-201.633204251348	-12309.898530615807	3349.6112423882355	2.5970737451570938	2655.9461571550814	-160.52536718751895	0.24287367174669014	0.2604833158995134	0.22599778189026465	0.2706452304635319
288000	-12511.42371859961	-12310.443845972932	-200.979872626679	-12310.443845972932	3488.5406039910504	2.80683164925627	2560.6165145310874	-160.78418536111593	0.24287367174669014	0.2604833158995134	0.22599778189026465	0.2706452304635319
289000	-12511.247294182542	-12310.186328063262	-201.0609661192793	-12310.186328063262	3529.587204333524	2.80683164925627	1806.9938193878581	-168.74660343475998	0.24287367174669014	0.2604833158995134	0.21035049320755772	0.2862925191462388
290000	-12516.528913708678	-12316.496673603675	-200.03224010500307	-12316.496673603675	3599.167422279631	2.80683164925627	2680.420809739077	-158.59324139954307	0.24287367174669014	0.2599610873554031	0.21035049320755772	0.28681474769034915
291000	-12511.170870939015	-12307.254259042913	-203.91661189610292	-12307.254259042913	3579.808994109361	2.80683164925627	3023.5744193476658	-158.9268158403756	0.24287367174669014	0.2599610873554031	0.21035049320755772	0.28681474769034915
292000	-12506.97528451496	-12305.700701074975	-201.27458343998455	-12305.700701074975	3457.190403041356	2.80683164925627	2496.772980212522	-161.742327993291	0.24287367174669014	0.2599610873554031	0.21035049320755772	0.28681474769034915
293000	-12514.015127634653	-12313.053084607027	-200.9620430276267	-12313.053084607027	3252.820775088727	2.80683164925627	2657.851632107979	-159.7571072032591	0.24287367174669014	0.2599610873554031	0.21229015707105667	0.28487508382685023
294000	-12510.470602444977	-12310.444207883222	-200.02639456175535	-12310.444207883222	3420.9902419596574	2.464998658394421	2470.097117788889	-160.8986645402229	0.24287367174669014	0.2599610873554031	0.21229015707105667	0.28487508382685023
295000	-12509.32780862292	-12309.371425177133	-199.9563834457871	-12309.371425177133	3336.3709346928767	2.464998658394421	2204.544523757493	-163.5967785455421	0.24287367174669014	0.2599610873554031	0.21229015707105667	0.28487508382685023
296000	-12515.730514729146	-12315.26244046911	-200.46807426003622	-12315.26244046911	3185.9551295596807	2.464998658394421	2500.046405629556	-161.02892005320462	0.2373582666520158	0.2599610873554031	0.21780556216573102	0.28487508382685023
297000	-12515.089042938203	-12317.605986992108	-197.48305594609525	-12317.605986992108	3458.615937079299	2.464998658394421	2386.723285825447	-159.22305693733597	0.2373582666520158	0.2599610873554031	0.21780556216573102	0.28487508382685023
298000	-12511.599830193329	-12310.727287399797	-200.8725427935323	-12310.727287399797	3416.3744651923785	2.615970358692375	2589.2891587156737	-160.44938416797012	0.24324211080513597	0.2599610873554031	0.21388904829664654	0.28290775354281456
299000	-12518.137574964489	-12315.071471527375	-203.06610343711333	-12315.071471527375	3487.6834755165796	2.615970358692375	1845.8800256761626	-170.41207910903796	0.2453475395296153	0.25785565863092375	0.21388904829664654	0.28290775354281456
300000	-12509.81125000577	-12305.78562026864	-204.0256297371301	-12305.78562026864	3400.556751819812	2.615970358692375	3122.177239341948	-158.08831456777708	0.2453475395296153	0.26266782991286775	0.21388904829664654	0.27809558226087056
301000	-12514.361930835112	-12311.233984150478	-203.1279466846333	-12311.233984150478	3394.679327999581	2.615970358692375	2113.3339656882995	-167.66542542626	0.2453475395296153	0.26266782991286775	0.21388904829664654	0.27809558226087056
302000	-12514.919240458245	-12311.758688885211	-203.1605515730328	-12311.758688885211	3732.8657587454513	2.615970358692375	2887.2439499087504	-159.6500152110734	0.2440208167625755	0.26266782991286775	0.21388904829664654	0.2794223050279104
303000	-12514.878587714771	-12314.350640780804	-200.5279469339679	-12314.350640780804	3693.15300652014	2.771443349199819	1837.301934029762	-167.9069327388296	0.2440208167625755	0.26266782991286775	0.21388904829664654	0.2794223050279104
304000	-12515.044254474144	-12315.236086118144	-199.80816835599902	-12315.236086118144	3596.288859894479	3.177942235216423	2201.7626001374883	-163.2188405440322	0.2440208167625755	0.26266782991286775	0.21388904829664654	0.2794223050279104
305000	-12511.841027960963	-12313.318794868846	-198.5222330921168	-12313.318794868846	3314.038548155175	2.465448740355657	2408.5611011867045	-160.0346677556067	0.2440208167625755	0.26266782991286775	0.21388904829664654	0.2794223050279104
306000	-12509.63228254845	-12310.852553723076	-198.779728825374	-12310.852553723076	3235.306055129304	3.02584998621289	2068.070447459581	-163.64251421697588	0.2440208167625755	0.26266782991286775	0.21388904829664654	0.2794223050279104
307000	-12512.402914591708	-12311.679323009364	-200.7235915823432	-12311.679323009364	3773.2759809677236	3.02584998621289	2387.47735681956	-162.25012280551786	0.2440208167625755	0.26266782991286775	0.21388904829664654	0.2794223050279104
308000	-12513.823165921607	-12314.980650306608	-198.84251561499937	-12314.980650306608	3328.4110949126884	3.02584998621289	2657.028023335119	-157.56763897763037	0.2440208167625755	0.26266782991286775	0.21388904829664654	0.2794223050279104
309000	-12506.531281692	-12304.623003366709	-201.9082783252912	-12304.623003366709	3416.9288473001116	3.02584998621289	2462.206697254478	-162.65700368083336	0.2440208167625755	0.26266782991286775	0.21388904829664654	0.2794223050279104
310000	-12511.366694920125	-12308.308931160229	-203.0577637598962	-12308.308931160229	3458.667376661562	3.02584998621289	2632.337338611609	-162.0390366496492	0.23698575566542357	0.26266782991286775	0.22092410939379847	0.2794223050279104
311000	-12507.42943903709	-12307.213981326186	-200.21545771090547	-12307.213981326186	3443.005853741278	3.02584998621289	2179.9506293328377	-163.90728193797273	0.23698575566542357	0.26666227412415144	0.21692966518251477	0.2794223050279104
312000	-12515.763323385023	-12312.310530798495	-203.4527925865273	-12312.310530798495	3370.2346167891287	3.02584998621289	3010.816530953381	-158.51627780297633	0.23698575566542357	0.26666227412415144	0.21692966518251477	0.2794223050279104
313000	-12509.115408467684	-12306.484371513707	-202.6310369539774	-12306.484371513707	3354.5257390959796	2.8700389421004	2318.2229838814037	-164.93485279199945	0.24450392998539155	0.26666227412415144	0.2094114908625468	0.2794223050279104
314000	-12508.579508391895	-12305.387640425319	-203.19186796657613	-12305.387640425319	3441.9761429755695	2.8700389421004	2290.167639599196	-165.78829140525934	0.24450392998539155	0.26666227412415144	0.2094114908625468	0.2794223050279104
315000	-12514.289305109654	-12310.313113991691	-203.97619111796365	-12310.313113991691	3597.2144620987046	2.8700389421004	2599.9053861174466	-163.34965555735042	0.24450392998539155	0.26666227412415144	0.2094114908625468	0.2794223050279104
316000	-12515.500319956229	-12312.881331012857	-202.61898894337105	-12312.881331012857	3417.576835650332	2.8700389421004	2700.15646199301	-160.95248630485312	0.24450392998539155	0.26666227412415144	0.2094114908625468	0.2794223050279104
317000	-12514.666959156499	-12311.625699299537	-203.04125985696132	-12311.625699299537	3598.438044276071	2.8700389421004	2758.7692898430214	-160.76736873886205	0.24450392998539155	0.26666227412415144	0.2094114908625468	0.2794223050279104
318000	-12518.88707700433	-12316.904976469197	-201.98210053513276	-12316.904976469197	3634.2344100726386	2.8700389421004	2485.1618788916917	-162.54768592880376	0.24474400817804642	0.26666227412415144	0.20917141266989192	0.2794223050279104
319000	-12517.691363642341	-12319.283746219911	-198.40761742243063	-12319.283746219911	3333.0711056645127	2.8700389421004	2156.2794134042233	-162.40256149253946	0.24474400817804642	0.25131969719797487	0.22451398959606853	0.2794223050279104
320000	-12515.281011990852	-12311.632962792764	-203.6480491980874	-12311.632962792764	3602.4254052390766	2.8700389421004	2957.361908195547	-159.3194140730888	0.24474400817804642	0.25131969719797487	0.22451398959606853	0.2794223050279104
321000	-12514.498193721149	-12310.388340072923	-204.1098536482259	-12310.388340072923	3376.3929575380957	2.8700389421004	2560.018720869521	-163.89749061836693	0.24474400817804642	0.25131969719797487	0.22451398959606853	0.2794223050279104
322000	-12515.592894847621	-12316.414746577078	-199.17814827054303	-12316.414746577078	3253.246302630204	2.646160321738044	1762.5924266190796	-167.3914737326161	0.24474400817804642	0.25131969719797487	0.22451398959606853	0.2794223050279104
323000	-12521.962162862383	-12320.360176914857	-201.60198594752575	-12320.360176914857	3740.2577766559975	2.646160321738044	2479.7530862818653	-162.30574524768082	0.238574105906584	0.2574895994694373	0.22451398959606853	0.2794223050279104
324000	-12507.08926560596	-12307.045565540835	-200.04370006512502	-12307.045565540835	3377.5873949240518	2.646160321738044	2403.971940044402	-161.53599710999327	0.238574105906584	0.2580060411463104	0.22451398959606853	0.27890586335103723
325000	-12512.839432060182	-12312.320275851107	-200.51915620907528	-12312.320275851107	3330.307672696463	2.646160321738044	2181.7781504867094	-164.3294034628959	0.23388344234468203	0.2580060411463104	0.22451398959606853	0.28359652691293924
326000	-12509.867863991922	-12308.266750236564	-201.60111375535814	-12308.266750236564	3338.6848867034996	2.646160321738044	2468.3129693234714	-162.42385206857873	0.248761458958625	0.2580060411463104	0.20963597298212555	0.28359652691293924
327000	-12511.376237697574	-12309.016678422562	-202.3595592750122	-12309.016678422562	3388.3161351235085	2.646160321738044	2509.55008739927	-162.75352351315956	0.248761458958625	0.2580060411463104	0.20963597298212555	0.28359652691293924
328000	-12514.918033800503	-12313.437601827407	-201.48043197309644	-12313.437601827407	3580.9260608914374	2.646160321738044	2069.9712176794214	-166.4608280069296	0.248761458958625	0.2580060411463104	0.20963597298212555	0.28359652691293924
329000	-12519.848424920312	-12317.734158542327	-202.11426637798476	-12317.734158542327	3583.2093737889177	2.646160321738044	3133.40479610726	-156.04988697765077	0.248761458958625	0.26194588976865235	0.2076471223355992	0.2816455289371237
330000	-12508.577775453075	-12308.481870402158	-200.09590505091685	-12308.481870402158	3533.623440222799	2.646160321738044	2439.836783694609	-161.21489294656135	0.248761458958625	0.26194588976865235	0.2076471223355992	0.2816455289371237
331000	-12513.440500974933	-12314.520563785549	-198.91993718938429	-12314.520563785549	3360.600208772008	2.504018045775366	2078.284720401381	-163.8665173572175	0.248761458958625	0.24967984250825603	0.2199131695959955	0.2816455289371237
332000	-12520.047586719324	-12316.264920615728	-203.78266610359586	-12316.264920615728	3441.1492669594086	2.504018045775366	2747.138025134468	-161.7644866398397	0.248761458958625	0.24967984250825603	0.2199131695959955	0.2816455289371237
333000	-12511.253047382159	-12311.17555417467	-200.07749320748906	-12311.17555417467	3581.971846986397	2.504018045775366	2194.607782776127	-163.80692691196307	0.248761458958625	0.24967984250825603	0.2199131695959955	0.2816455289371237
334000	-12515.89517525177	-12313.752252289982	-202.1429229617877	-12313.752252289982	3526.7360305885168	2.504018045775366	2252.999444336376	-165.2624435704495	0.248761458958625	0.24967984250825603	0.2199131695959955	0.2816455289371237
335000	-12517.746863969778	-12318.338124959306	-199.40873901047286	-12318.338124959306	3454.9984332989857	2.504018045775366	2495.3153132260163	-160.00396977263512	0.248761458958625	0.24967984250825603	0.2199131695959955	0.2816455289371237
336000	-12515.308965389211	-12311.98761141703	-203.3213539721816	-12311.98761141703	3439.586124571708	2.567407731578866	3006.9048825271416	-158.59217142153383	0.23549202461951346	0.26099842085369745	0.22186402558966561	0.2816455289371237
337000	-12515.465235712365	-12312.832182227854	-202.63305348451155	-12312.832182227854	3422.657404313232	2.834295163367211	2995.3983900563658	-157.9243195007779	0.23549202461951346	0.26099842085369745	0.22186402558966561	0.2816455289371237
338000	-12515.2068868231	-12311.312564447211	-203.89432237588846	-12311.312564447211	3639.620044428324	2.834295163367211	1768.0227319836767	-171.98128823820093	0.23549202461951346	0.26099842085369745	0.22186402558966561	0.2816455289371237
339000	-12513.487766703518	-12312.486270087238	-201.00149661627907	-12312.486270087238	3515.4958780510556	2.834295163367211	2234.010469819135	-164.1969879002671	0.23549202461951346	0.26099842085369745	0.22186402558966561	0.2816455289371237
340000	-12514.937294128038	-12316.830581119444	-198.1067130085931	-12316.830581119444	3209.8615501077334	2.834295163367211	2332.3622281038306	-160.2760343431343	0.23847048287378153	0.2580199625994294	0.22186402558966561	0.2816455289371237
341000	-12509.22031318191	-12309.078798770815	-200.141514411094	-12309.078798770815	3393.6651336368914	2.834295163367211	1896.1970029158147	-166.8774489675615	0.23847048287378153	0.27087747573408116	0.20900651245501387	0.2816455289371237
342000	-12512.680366915998	-12313.345266504188	-199.33510041181106	-12313.345266504188	3526.188804599913	2.834295163367211	1953.2868856764833	-165.47076953995477	0.24561787338740085	0.26496126798357295	0.20777532969190274	0.2816455289371237
343000	-12514.6954884669	-12311.456298826168	-203.23918964073118	-12311.456298826168	3522.2569151636767	2.637072224106258	1649.8694534530953	-172.64855083132628	0.24276253028063818	0.26496126798357295	0.2106306727986654	0.2816455289371237
344000	-12515.627575179748	-12316.071850583658	-199.55572459609004	-12316.071850583658	3523.18350198535	2.7622882939799216	2160.1175786981603	-163.54965443232706	0.24276253028063818	0.26496126798357295	0.2106306727986654	0.2816455289371237
345000	-12508.324811293583	-12308.539623171855	-199.78518812172885	-12308.539623171855	3481.5377760261385	2.7622882939799216	1923.274380091421	-166.26252212389696	0.24276253028063818	0.26496126798357295	0.2106306727986654	0.2816455289371237
346000	-12516.269506432323	-12312.675622109547	-203.59388432277638	-12312.675622109547	3748.3343293732523	2.7622882939799216	2628.314107960928	-162.71163070374814	0.2503537085294397	0.26496126798357295	0.2106306727986654	0.2740543506883222
347000	-12509.893275335873	-12308.694366179627	-201.19890915624705	-12308.694366179627	3458.064030402809	2.7401904986438472	2267.28772771907	-164.08129398398665	0.2503537085294397	0.26496126798357295	0.2106306727986654	0.2740543506883222
348000	-12510.278154259608	-12309.041242267613	-201.23691199199473	-12309.041242267613	3731.245413931087	2.7401904986438472	1866.9388626008522	-168.3151267950721	0.2503537085294397	0.26496126798357295	0.2106306727986654	0.2740543506883222
349000	-12511.878016980303	-12309.277315089505	-202.60070189079798	-12309.277315089505	3682.080749315378	2.7401904986438472	2836.475750047617	-159.56946821091233	0.2503537085294397	0.26496126798357295	0.2106306727986654	0.2740543506883222
350000	-12512.217533514726	-12311.13715002864	-201.08038348608596	-12311.13715002864	3491.6507704511782	2.7788484750838323	2137.7709305606336	-165.3020247411856	0.2503537085294397	0.26520649537696744	0.2106306727986654	0.2738091232949277
351000	-12513.669720348238	-12310.348843352012	-203.32087699622548	-12310.348843352012	3339.001947559568	2.7788484750838323	2750.628105301885	-161.1644015375478	0.2503537085294397	0.26520649537696744	0.2106306727986654	0.2738091232949277
352000	-12511.454752711172	-12311.928484424312	-199.52626828685896	-12311.928484424312	3471.07168893984	2.7788484750838323	2222.7668096531665	-162.85935157608694	0.2503537085294397	0.2528077578234367	0.2230294103521962	0.2738091232949277
353000	-12520.931860262626	-12320.824170099124	-200.1076901635021	-12320.824170099124	3329.4843928334	2.7788484750838323	2071.814851201295	-165.01991752723424	0.2523298112800829	0.2508316550727935	0.2230294103521962	0.2738091232949277
354000	-12517.822087736557	-12313.93470770004	-203.8873800365161	-12313.93470770004	3426.3038982989483	2.7788484750838323	2843.2019443440995	-160.7723956284148	0.2523298112800829	0.2508316550727935	0.2230294103521962	0.2738091232949277
355000	-12514.090839435252	-12311.656457546183	-202.43438188906808	-12311.656457546183	3600.446085750139	2.7788484750838323	2009.7026291722511	-167.99786528855208	0.2523298112800829	0.2508316550727935	0.2230294103521962	0.2738091232949277
356000	-12511.58129099739	-12313.472275584141	-198.10901541324873	-12313.472275584141	3473.648439984218	2.7788484750838323	2134.1088560375997	-162.3689747715789	0.2523298112800829	0.2508316550727935	0.2230294103521962	0.2738091232949277
