#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:HBV" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:HBV" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:HBV" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:HBV" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:HBV">
#                    <trait id="dateTrait.t:HBV" spec="beast.evolution.tree.TraitSet" traitname="date" value="AB033550_1988_33.3431887795_134.9307404236=1988,AB033554_1985_-2.3045941592_118.5275669247=1985,AB111946_1998_15.880672531_106.7863444469=1998,AB112066_1999_15.2357758333_97.1170427803=1999,AB112471_2002_10.826174473_100.0321841486=2002,AB117759_2004_11.8647366524_104.4581350327=2004,AB198076_2001_31.3068442593_109.4304560078=2001,AB205128_2000_67.7822238778_83.2782706988=2000,AB205190_2000_7.0869990345_-0.6788566207=2000,AB219428_2002_11.4823584448_122.5890168578=2002,AJ344117_1990_46.339250578_1.5156738165=1990,AY341335_2003_37.779236413_24.2931907174=2003,AY641558_2003_39.8942378947_126.8819515526=2003,AY721605_2004_39.1656946813_32.8656198791=2004,AY738147_1998_-4.6027905391_22.3356877351=1998,DQ060824_1983_-21.3700228571_19.1068796429=1983,DQ315776_2000_17.9831869307_84.5569572724=2000">
#                        <taxa id="TaxonSet.HBV" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.HBV"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="KappaPrior.s:HBV" name="distribution">
#            <parameter id="kappa.s:HBV" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:HBV" name="distribution" x="@popSize.t:HBV">
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="alpha">0.01</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="beta">100.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ucldStdevPrior.c:HBV" name="distribution">
#            <parameter id="ucldStdev.c:HBV" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.6" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.7" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@HBV" id="treeLikelihood.HBV" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:HBV">
#            <siteModel id="SiteModel.s:HBV" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:HBV" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:HBV" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:HBV" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:HBV" kappa="@kappa.s:HBV" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:HBV" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:HBV" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:HBV" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:HBV">
#                <LogNormal S="@ucldStdev.c:HBV" id="LogNormalDistributionModel.c:HBV" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.5" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="32" id="rateCategories.c:HBV" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:HBV" name="clock.rate">2.0E-5</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	NSlikelihood	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	popSize	CoalescentConstant	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
1036	-15666.628822336697	-15799.569413486786	-15666.628822336697	-132.94059115008844	-15666.628822336697	1396.7259699867682	1.612196390139561	396.05012074718417	-118.5830705903113	0.016185441399439653	1.9992635208761117E-5	1.7445637233217029E-13	0.020829196571056776	0.1762580314927163	0.2553016086936034	0.25466209694007746	0.3137782628736025
1037	-15663.590898776562	-15796.405630390775	-15663.59089877661	-132.81473161416375	-15663.59089877661	561.7997138075574	2.524707319188156	341.799513872954	-118.23550783578487	0.04506815026182539	1.9795843964809364E-5	7.081096296117245E-13	0.041938926141520005	0.19151196018618138	0.23315037800166863	0.2505114876238094	0.32482617418834037
1038	-15650.99831594824	-15791.026270567607	-15650.998315948236	-140.02795461937023	-15650.998315948236	986.370120556159	1.4901010644618555	457.3219270262032	-125.7553963273721	0.003136747103063861	1.998468427892262E-5	4.999149976561126E-15	0.0035383572056511387	0.1389502644481528	0.2502398585693359	0.250878896564938	0.35993098041757343
1039	-15648.78658128557	-15797.885784655573	-15648.78658128557	-149.09920337000287	-15648.78658128557	1298.4881697632154	2.476735215485402	485.93108849574406	-131.4362814382821	0.24704983979601147	2.158913209460097E-5	4.201953346506531E-11	0.29245547613262834	0.1560489931461332	0.1487579183467691	0.3807637337731833	0.3144293547339146
1040	-15648.415036324386	-15790.032249060085	-15648.415036324384	-141.61721273570072	-15648.415036324384	2193.1265985271702	2.0061869333234514	511.4743357246491	-123.92971531335533	0.22567656590239626	1.8299322997689266E-5	3.008802347346807E-11	0.264141469250642	0.13961424518157464	0.2323186876950107	0.26672670849523816	0.3613403586281766
1041	-15647.016475250863	-15778.852734710224	-15647.016475250863	-131.83625945936166	-15647.016475250863	1152.5766852495885	5.760995355502872	316.7863438563288	-115.61702260466274	0.17439120558514046	2.0897159496354E-5	1.587086260904996E-11	0.19428676525875344	0.1907501190279338	0.16879226831853722	0.34775962210518574	0.2926979905483436
1042	-15636.087805338764	-15765.699349234	-15636.087805338762	-129.61154389523801	-15636.087805338762	1721.723411473199	2.375725575023646	304.80120436527227	-112.95217830624154	0.5927334632973064	1.4965028089839274E-5	1.5372899746511518E-10	0.5614371982535066	0.18299043257114853	0.2329252360748742	0.27110258709430657	0.31298174425967046
1043	-15634.741080281772	-15759.669083234096	-15634.741080281772	-124.9280029523234	-15634.741080281772	898.7543253664587	0.5698415831403763	386.36956417673844	-111.2940224025032	0.009633168213181617	1.9971913569335025E-5	1.8345568092855358E-14	0.0067720303233478095	0.14182059754962104	0.24426676131711006	0.2635278528476194	0.35038478828564923
1044	-15634.534203141888	-15765.172025058597	-15634.534203141886	-130.63782191671058	-15634.534203141886	1038.8451030388549	1.8894690644123606	268.9529377175175	-117.78703947540724	0.017303103763790646	1.998729359404139E-5	1.0046019890359552E-13	0.015932039020415806	0.14392244626113312	0.22527783906809445	0.3021367553992264	0.32866295927154576
1045	-15627.165967983923	-15765.477225091503	-15627.165967983923	-138.311257107579	-15627.165967983923	521.2062990954745	2.876604366706203	348.18835408944494	-122.94610075477671	0.1089895472722025	2.0441556908317418E-5	6.321387410089822E-12	0.12572324043641858	0.1652020275666148	0.25545258551783234	0.2538795578394151	0.3254658290761374
1046	-15617.034814050614	-15742.451827512561	-15617.034814050614	-125.41701346194694	-15617.034814050614	627.8034268508869	1.695713370170572	355.72114202874644	-110.7792665829086	0.06372051866183238	1.998586107175523E-5	9.99630892132429E-13	0.04986560330337746	0.19092301546569201	0.25924894612992583	0.2581177218735817	0.2917103165308002
1047	-15606.002971769178	-15743.125073105302	-15606.002971769178	-137.12210133612436	-15606.002971769178	704.5197273858444	4.057218401035909	354.6819146994476	-121.07805914409968	0.14084583094123726	2.0087066402238362E-5	7.604376545427925E-12	0.13990674735326697	0.19839789154184748	0.1415064202029159	0.35236679853740427	0.3077288897178327
1048	-15604.862867435117	-15734.276612859121	-15604.86286743511	-129.41374542401246	-15604.86286743511	1062.4624293169493	1.4672083849547453	407.10689998707414	-113.66432769800288	0.13939528171215004	2.062727312771192E-5	1.0157244994055684E-11	0.15727701495202273	0.1424381853094204	0.25387339900533296	0.2563814243173388	0.34730699136790766
1049	-15602.701742550138	-15737.247862974518	-15602.701742550138	-134.54612042438035	-15602.701742550138	1754.8150389185	2.476735215485402	445.2695854852231	-117.2590806651718	0.2737693607177103	2.57005162642411E-5	3.0290392327906285E-11	0.2643652092152019	0.16352893346760478	0.15427034469652579	0.37121804190607227	0.31098267992979733
1050	-15590.471215303314	-15745.919225755466	-15590.471215303314	-155.4480104521522	-15590.471215303314	939.5306019465283	5.145828402202808	693.7386237023196	-134.80782427271956	0.18179402895308228	2.079694887605001E-5	1.1712853450756195E-11	0.16525047042116844	0.19065299381435094	0.1677803475362764	0.3340493690749846	0.30751728957438834
1051	-15587.967319196352	-15736.23943036009	-15587.967319196348	-148.27211116374124	-15587.967319196348	1828.3130539325648	4.297631077428028	906.9178690173227	-127.03540516456081	0.015866491997999808	2.0100600875618763E-5	8.836557714026372E-14	0.014838368837680973	0.17397154450146118	0.24865346272665984	0.2536122797289401	0.3237627130429386
1052	-15575.362977803408	-15706.940334418294	-15575.362977803406	-131.5773566148882	-15575.362977803406	1407.203506715283	3.5925120681949507	348.3555916481702	-117.63677136195682	0.005197415864420974	2.002103901641286E-5	1.1234098569736939E-14	0.005299804887112098	0.1696384896461293	0.2559819316317931	0.2531656867314517	0.3212138919906256
1053	-15564.463240078441	-15705.293147337681	-15564.463240078441	-140.8299072592408	-15564.463240078441	1452.2033181509603	3.3456018872784936	462.2789076419494	-122.05428305271761	0.528444399787878	1.6811671346596413E-5	5.0902917222819784E-11	0.36177549465371145	0.20304039870836263	0.24187013056036552	0.24364064812884298	0.3114488226024285
1054	-15561.713702536981	-15704.951793616945	-15561.713702536978	-143.23809107996703	-15561.713702536978	623.008434588562	1.910998317067222	689.7812457753748	-123.93415267340356	0.14338363199972998	1.9979644883063653E-5	6.616826691809535E-12	0.12809426912734498	0.14392244626113312	0.23197058646341068	0.29958748017734593	0.32451948709810996
1055	-15550.193324714792	-15683.578447065313	-15550.193324714792	-133.38512235052005	-15550.193324714792	463.1372647754655	3.1372962067226013	426.9470036764674	-115.63856385093044	0.3839219035565683	2.2465290095456096E-5	6.08684665450032E-11	0.3417893481821739	0.2020585168157156	0.2718745366126036	0.24778914727238838	0.27827779929929214
1056	-15543.710970599575	-15685.183482325185	-15543.710970599575	-141.47251172560922	-15543.710970599575	662.1661994562608	5.2450455777846745	663.0736612974144	-122.48351223445653	0.024867267138017658	1.994696531898438E-5	2.799613927738269E-13	0.02647780043206054	0.19829291817973374	0.1616260977347098	0.3298099070597972	0.31027107702575957
1057	-15541.36026374513	-15687.15939689815	-15541.360263745131	-145.79913315301974	-15541.360263745131	840.9411545194451	2.8255332352584195	639.3628849768977	-126.37491894271076	0.20951606178553456	2.0204465802102204E-5	1.676464148048989E-11	0.21760583741943262	0.14410756603321687	0.23329240163816956	0.3054909336393239	0.31710909868928944
1058	-15535.108671249256	-15682.934134960402	-15535.108671249254	-147.82546371114685	-15535.108671249254	1322.3015106162034	1.3907756123913624	557.8692436311344	-129.94170848096883	0.20436859586319228	2.1794314042356297E-5	1.9771424789194428E-11	0.21974494131230438	0.15152748143438816	0.23553943804952707	0.2572643943611671	0.3556686861549175
1059	-15528.944424223524	-15667.402297204126	-15528.944424223533	-138.45787298059275	-15528.944424223533	2081.8308539000664	0.9234290704364707	526.6174991111733	-122.06396145191881	0.06021874509087802	2.0106156498758384E-5	1.2127650774620464E-12	0.05561543566150292	0.14850114175732157	0.24426676131711006	0.2568473086399189	0.35038478828564923
1060	-15513.740167265689	-15659.497867310682	-15513.740167265689	-145.75770004499327	-15513.740167265689	2124.3153208966255	10.23460996673868	710.4402496177211	-125.69842705505198	0.008031781241065093	1.9984634679737535E-5	3.2045484904447315E-14	0.008955685838565647	0.20771535505302383	0.24251283232825618	0.24248936729328846	0.30728244532543136
1061	-15487.907101700786	-15624.118328293813	-15487.907101700786	-136.21122659302654	-15487.907101700786	2744.243153180684	1.1872488252486264	603.3890282062856	-119.93080797036893	0.007243304895105998	1.9955924935180965E-5	1.841065675420709E-14	0.0067842518078891295	0.15127863965713742	0.2645777774298827	0.25466209694007746	0.32948148597290206
1062	-15482.873703993075	-15619.778149195963	-15482.873703993075	-136.9044452028882	-15482.873703993075	835.7221917637064	5.111721023337803	436.54532609300577	-119.83788938305254	0.09397124378161571	2.061914230206422E-5	3.1561239028318E-12	0.08702377605119667	0.19935351241468896	0.25379383906697794	0.24732753442251665	0.2995251140958161
1063	-15475.369132070178	-15608.548813869002	-15475.369132070178	-133.1796817988241	-15475.369132070178	630.1352428867075	5.777057347357331	341.56301878202873	-116.404061924262	0.2207542029031806	1.9445761040925602E-5	1.043499134756419E-11	0.1674039109603845	0.19056098752431716	0.15924199987787607	0.3340493690749846	0.3161476435228225
1064	-15465.62512816553	-15602.42556324545	-15465.62512816553	-136.8004350799209	-15465.62512816553	2173.6950791125305	5.2702255710612915	512.146148077145	-120.6823770414837	0.002518502923673115	1.9977015751918157E-5	2.3919489163531926E-15	0.0024458857835530476	0.19592440148319443	0.2512293910122236	0.24021957872151778	0.3126266287830641
1065	-15465.585475155855	-15595.654680429261	-15465.585475155855	-130.0692052734058	-15465.585475155855	628.4524585818948	3.2273542226044283	469.76305860023973	-114.43184767233635	0.009906961718319394	2.0053132465852265E-5	3.030602173145204E-14	0.008719490492570935	0.1938677232560571	0.2360681640917695	0.27674774242145594	0.2933163702307172
1066	-15461.52717530804	-15611.40262054805	-15461.527175308038	-149.87544524001092	-15461.527175308038	759.0401261484499	2.0172197914610037	649.151250770377	-131.1617339257981	0.11639828286732466	2.068651334924188E-5	6.463399079094184E-12	0.12774287928700198	0.19908156375913755	0.23054510661462238	0.23095625461941235	0.33941707500682744
1067	-15461.392077938373	-15603.727501608568	-15461.392077938373	-142.33542367019348	-15461.392077938373	799.8912596362405	3.786970638372118	831.788965329389	-123.74779146735528	4.7703097605529717E-4	2.00034145615443E-5	9.378192181045717E-17	4.8410647310637335E-4	0.167886476709848	0.1444978137307364	0.3595101734277629	0.3281055361316529
1068	-15459.39507173378	-15597.096795835261	-15459.39507173378	-137.70172410148126	-15459.39507173378	1034.0279832287697	5.062956865284587	453.81063963749386	-119.66762006789678	0.23035429454229178	2.2410710131472245E-5	2.0880782195337133E-11	0.2331084412852424	0.19878205825155013	0.21951162699079385	0.24589006774082547	0.33581624701683027
1069	-15450.402119902084	-15586.640768840165	-15450.40211990208	-136.23864893808448	-15450.40211990208	1134.6290952865597	2.6951315098102593	538.4866478191329	-116.97497748782473	0.47330274932154665	1.9910734666024936E-5	8.297862075802251E-11	0.45526688968664525	0.192665102000924	0.2795631186100667	0.23122665429908024	0.29654512508992864
1070	-15449.327710426467	-15592.246986210825	-15449.327710426463	-142.91927578436028	-15449.327710426463	1953.2928553859545	1.8777509022929983	666.1524606456572	-124.41907496225218	0.07030780471588731	1.9534458441505067E-5	1.7485455244039436E-12	0.06577945705440033	0.18289225619956262	0.2393334055970686	0.23835726319654107	0.33941707500682744
1071	-15444.352376977538	-15590.996772175364	-15444.352376977535	-146.6443951978295	-15444.352376977535	1258.4134445471095	1.5461942860281925	593.7419709988429	-128.35296635371537	0.18887996573489857	1.9671298098869054E-5	1.7333767908292176E-11	0.20658469768392085	0.14011867005803977	0.23941249102165765	0.2659678588128602	0.35450098010744213
1072	-15439.7866596308	-15596.270171056532	-15439.786659630801	-156.48351142573108	-15439.786659630801	2588.655311174197	4.271662392205648	812.9417784952532	-134.83626227136543	0.1645915092941132	1.8393888793877433E-5	9.580971785039293E-12	0.15892303435880625	0.20051067706307876	0.2627461520038094	0.24019257854820017	0.29655059238491127
1073	-15434.491718566193	-15576.802583063745	-15434.491718566193	-142.31086449755333	-15434.491718566193	1257.0059303436988	8.347044977257616	668.9785433659079	-122.63480770396468	0.020121531175914278	1.9895250896529977E-5	1.2989461976147582E-13	0.01800679175928908	0.22155773263559425	0.25845824801835543	0.2604850455849146	0.2594989737611354
1074	-15416.670708207868	-15571.0487767595	-15416.670708207868	-154.37806855163234	-15416.670708207868	1896.2490950867464	1.6679230327881691	891.2793840816624	-133.37033089025093	0.0763741384252639	1.9890654122659424E-5	2.1920322484772926E-12	0.07349406643254236	0.1438478935110693	0.25679923764651236	0.25133929541010197	0.34801357343231604
1075	-15408.627862383068	-15547.858686689118	-15408.627862383066	-139.23082430605325	-15408.627862383066	1209.3530116693132	1.0025503218391771	627.9755718976281	-121.57063657796584	0.06532700929209283	1.9539983954070904E-5	9.60352703009969E-13	0.04984211258087369	0.16210009857282429	0.23479319567458787	0.2536811624426577	0.34942554330993
1076	-15404.507887224145	-15553.231771613744	-15404.507887224145	-148.72388438959882	-15404.507887224145	2061.8718216519505	6.811680324688011	694.1540156557734	-128.7390360676192	0.03916320611255813	2.00519806260448E-5	5.822168386309201E-13	0.03849086681176669	0.18140054325381944	0.28723410130769106	0.2373233919331906	0.29404196350529854
1077	-15401.019712517738	-15555.189009467369	-15401.019712517744	-154.16929694962582	-15401.019712517744	2034.4714451666564	15.19982723612402	859.6881795333182	-131.89447178312986	0.004785946149313009	2.0010932274485146E-5	6.467158668778318E-15	0.0040214168033237884	0.21203661126225903	0.2501135323743788	0.22146555735135096	0.3163842990120111
1078	-15399.782164268312	-15560.653705168872	-15399.782164268308	-160.87154090056373	-15399.782164268308	1281.796518730547	12.523564677982591	792.6127828312495	-139.23440231143633	0.013726605458844666	1.990246858143497E-5	6.426850279852022E-14	0.012677514690632562	0.21203661126225903	0.26459331109007356	0.20451832514633891	0.3188517525013283
1079	-15385.356825332054	-15519.933708155513	-15385.356825332054	-134.5768828234593	-15385.356825332054	1555.895246919507	3.4601347020488187	334.0790560318591	-119.20269478981979	0.10735633085535054	1.9680230901772564E-5	3.297970768777603E-12	0.09203631655204174	0.19251510998800067	0.26859363195857133	0.2407950647078695	0.29809619334555815
1080	-15385.308785349607	-15511.880429076797	-15385.308785349607	-126.57164372718901	-15385.308785349607	418.8508890574377	2.722470383358486	352.0886285468577	-112.37589386398558	0.014875445348650611	1.984341464973128E-5	7.798736321003774E-14	0.014018584627437354	0.17705498766756694	0.250711926611282	0.28628495790097164	0.2859481278201793
1081	-15382.530022139146	-15530.240485221524	-15382.530022139146	-147.71046308237857	-15382.530022139146	1404.4153018445543	2.0822468626282085	709.1743493179621	-129.14840345348992	0.02917632383103367	1.993389863602995E-5	3.327685524735374E-13	0.028881025314071707	0.18761665947809775	0.25087769308213287	0.25577772208316674	0.3057279253566023
1082	-15375.03848575031	-15520.327943304063	-15375.03848575031	-145.28945755375287	-15375.03848575031	870.4424999827351	6.149520564685889	708.5833302534152	-121.4835022102402	0.9378907297210642	2.465726714886556E-5	5.574611270486804E-10	1.0228264453197418	0.1923799052122299	0.27664298872183046	0.2379798323375891	0.29299727372835016
1083	-15350.3439665159	-15477.891584014935	-15350.343966515904	-127.54761749903012	-15350.343966515904	607.1040456578113	0.9225614418091966	287.83307914603336	-112.47300859102607	0.3751531641643582	1.8527384094039374E-5	6.837530292232774E-11	0.3985771694753554	0.2064174677777197	0.2553858451391008	0.2280101143662507	0.3101865727169285
1084	-15349.626169944202	-15489.37916654418	-15349.626169944202	-139.75299659997842	-15349.626169944202	1020.2765305295338	1.4901010644618555	690.8948096798096	-120.44336410984948	0.17334758869794847	2.0484251477908236E-5	1.0121478556547548E-11	0.16042187096117633	0.13961424518157464	0.24538241201852326	0.2583557024327441	0.3566476403671581
1085	-15334.25772837307	-15487.97843777702	-15334.257728373079	-153.7207094039407	-15334.257728373079	2680.2627196533344	4.67483012036642	886.6417968332341	-128.8770178008049	0.7572817643829336	1.6816939158905483E-5	2.5191717320201347E-10	0.8340628559095642	0.16938756524173607	0.24205628317004552	0.27539244096873156	0.3131637106194866
1086	-15315.366921986251	-15458.023020999168	-15315.366921986251	-142.6560990129166	-15315.366921986251	783.1110873232126	4.224640778386704	712.8029698068023	-123.08181367967327	0.04369191238255798	1.9968163148056956E-5	9.26706706202936E-13	0.04808719871585662	0.16585685449270804	0.22432257784293844	0.2866969799831459	0.32312358768120736
1087	-15300.785286450224	-15449.784665329715	-15300.78528645023	-148.99937887948502	-15300.78528645023	1725.151952912146	2.1488338596817678	1034.4521339951668	-126.10274031792437	0.09048457247731295	2.0688038899986885E-5	3.202350548617318E-12	0.08726580872385985	0.18269463117970242	0.27004509144889516	0.24326795941230359	0.3039923179590986
1088	-15296.165877791354	-15439.873330015987	-15296.16587779136	-143.70745222462668	-15296.16587779136	932.725978858375	1.4966370918244276	646.2605544966083	-126.22419250747373	0.023310593882669168	1.979675075622677E-5	2.4240396785170606E-13	0.024786285670721924	0.18883030130243977	0.25909972991129643	0.24107388778893551	0.31099608099732795
1089	-15292.845863358189	-15438.26944923252	-15292.845863358192	-145.42358587432875	-15292.845863358192	1061.4616970463878	0.8202984202400455	638.2987561493381	-127.30166209655229	0.1167597514646555	1.9959484224185607E-5	4.736971158747194E-12	0.10953854109635955	0.17049950151948462	0.2433192905093771	0.2536811624426577	0.3325000455284804
1090	-15290.415435318359	-15432.097599930825	-15290.415435318359	-141.68216461246695	-15290.415435318359	1455.1965423748147	6.287093166533391	554.7556145136214	-123.02951795154499	0.07683398716266227	1.9568332905258708E-5	2.5966908549953037E-12	0.08239241574729467	0.21389620173111634	0.25379383906697794	0.24682111435424195	0.28548884484766346
1091	-15287.885605765478	-15420.758484865924	-15287.885605765478	-132.87287910044708	-15287.885605765478	993.3422572338546	3.7084046641776234	366.028387593917	-116.98105070257529	0.11119034375450318	2.1273402853478283E-5	7.812424547551426E-12	0.13740560439231245	0.20613073551207836	0.24482695019454298	0.2495172001975622	0.2995251140958161
1092	-15282.734154163081	-15414.992143954689	-15282.734154163081	-132.25798979160712	-15282.734154163081	860.8062240461717	2.505025047502249	415.66347656989785	-115.67491369726491	0.197407820644842	1.9398417510943044E-5	1.2794678086447786E-11	0.18092637684190022	0.20488574539580234	0.23707433165400368	0.2619124627190674	0.29612746023112646
1093	-15278.626853211163	-15406.111815982873	-15278.626853211155	-127.48496277171729	-15278.626853211155	474.6297250067897	5.251300427717238	477.09342685892676	-111.17338942400784	0.009302842747833063	1.9964391433702153E-5	2.6640963062734022E-14	0.008172449964163069	0.18573314834223129	0.2814888686983843	0.24657934108195564	0.2861986418774284
1094	-15270.67205745628	-15411.883206672026	-15270.67205745628	-141.21114921574565	-15270.67205745628	658.9495857865863	1.2923931412916025	409.35907168535994	-127.76038375684004	0.002268956711468219	2.0032626810606593E-5	2.293343754893098E-15	0.002392598379757178	0.183428800644801	0.25730566695635526	0.2581954166119591	0.3010701157868843
1095	-15270.227915159494	-15403.507305381172	-15270.227915159494	-133.27939022167854	-15270.227915159494	616.6094234926743	2.1307320310965747	376.6699083076237	-116.83288273865793	0.3083637972553157	2.3225778198765202E-5	3.888865259006967E-11	0.30458314002352305	0.17987743649206958	0.250006172144355	0.2570221913992884	0.3130941999642867
1096	-15262.608558746837	-15399.575161907715	-15262.608558746837	-136.9666031608774	-15262.608558746837	1142.0521383510793	3.280502548575392	452.2524789305592	-118.76537808465206	0.40911747604420834	1.8200992013749922E-5	1.1235538870490166E-10	0.4988521967589522	0.16520395417875633	0.21988549476319394	0.28870699065775857	0.3262035604002909
1097	-15258.872881966527	-15404.048083952397	-15258.872881966527	-145.1752019858712	-15258.872881966527	1537.1855529106035	1.8755044641434948	625.3527577521485	-126.3307559263037	0.19894668374383898	1.950782532831494E-5	1.1369752517866668E-11	0.1750318688096237	0.18425515140347257	0.20710520198713386	0.3042458100215924	0.30439383658780067
1098	-15255.285842995685	-15410.125171917567	-15255.285842995685	-154.83932892188182	-15255.285842995685	4017.9689481129285	3.60941407369749	717.7690126179868	-134.76091966725596	0.11639237209616463	2.0582713805104794E-5	5.5565916288690565E-12	0.11970551034152983	0.14392244626113312	0.22555018122137951	0.2977698556200177	0.3327575168974694
1099	-15254.966691898573	-15396.520353488451	-15254.96669189855	-141.55366158990182	-15254.96669189855	1303.6095695412346	1.1420963940652349	556.8024347335665	-125.82098178150945	0.007479808153754122	2.0018592858736178E-5	3.3404648408113413E-14	0.009140400338820331	0.1966954522513791	0.26131236965716365	0.24100582491043857	0.3009863531810184
1100	-15254.641122742674	-15384.318905227246	-15254.641122742674	-129.67778248457137	-15254.641122742674	399.2161578774203	3.5128785655838883	495.9783647554022	-114.33365882300212	0.002235425462558501	1.9994760278314282E-5	1.95634482600802E-15	0.002211241641217919	0.19267806314124736	0.21221315386907244	0.2991378581396538	0.29597092485002585
1101	-15253.710970672792	-15399.584827510978	-15253.710970672792	-145.87385683818601	-15253.710970672792	1348.8993372764864	0.7661672581006289	647.3254368404948	-129.83903519052586	0.001983273299032116	2.0008534374715605E-5	1.205833895218426E-15	0.0017354348536166757	0.17642451583848348	0.2707364446213221	0.2544577991012086	0.2983812404389855
1102	-15237.50662268453	-15378.949682097382	-15237.50662268453	-141.44305941285177	-15237.50662268453	2793.3073529421176	1.2337428468519134	602.7880554262928	-122.72190325767878	0.28763396127232793	1.9386857582120396E-5	2.1392203201966863E-11	0.23856712342243486	0.19443816013381277	0.2570192453293791	0.248559273941026	0.2999833205957818
1103	-15220.537338393628	-15377.557820524526	-15220.537338393628	-157.02048213089745	-15220.537338393628	2529.63875657849	1.9127285750873633	960.0560291237723	-133.99179368364562	0.28662925475833256	2.134876875256588E-5	5.412057632382301E-11	0.34634731289911097	0.19368948747329892	0.26510413534681926	0.23721405922078292	0.3039923179590986
1104	-15215.999097381828	-15351.907529422837	-15215.999097381826	-135.9084320410105	-15215.999097381826	613.032816945477	2.4109153224698257	376.70529159436717	-119.16756104227585	0.3544355343884692	1.9782290674874603E-5	5.3675409830403413E-11	0.37411770034863007	0.1364546358884968	0.22555018122137951	0.305237665992654	0.3327575168974694
1105	-15214.886883459263	-15361.115617368012	-15214.886883459263	-146.22873390874855	-15214.886883459263	886.8029576179822	0.6730028572974385	604.1398150500553	-128.7100126455206	0.09213417039825117	1.9991581029947468E-5	3.699989448061644E-12	0.0951456663130209	0.18499642916506395	0.2609476673084776	0.2610163282402899	0.29303957528616814
1106	-15214.63704009467	-15359.768076235832	-15214.637040094674	-145.1310361411576	-15214.637040094674	1614.840825938209	1.696886523666654	498.7306548785128	-127.50240739905566	0.27483810220036337	1.9088510501269093E-5	2.0222938092184593E-11	0.2303324632008092	0.22286420197472362	0.2502482220415334	0.2547095105068003	0.2721780654769425
1107	-15199.375379291723	-15334.569926628905	-15199.375379291723	-135.19454733718234	-15199.375379291723	701.9199131780409	1.3677620862638846	541.425220146869	-118.83474535853917	0.03110300189086603	1.9883459333122278E-5	4.934794854194187E-13	0.03485214251580864	0.21076171176484063	0.24788242883031994	0.24567075776146832	0.29568510164337075
1108	-15196.268647508134	-15330.204033840857	-15196.268647508134	-133.9353863327225	-15196.268647508134	686.6552631623589	1.260052953881037	361.52889122357715	-117.4319511703107	0.4663371521627163	2.2706454569774372E-5	1.1381453176735107E-10	0.5672984277327501	0.18705046830888453	0.30358894726213914	0.20867436448761678	0.30068621994135925
