#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:HBV" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:HBV" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:HBV" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:HBV" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:HBV">
#                    <trait id="dateTrait.t:HBV" spec="beast.evolution.tree.TraitSet" traitname="date" value="AB033550_1988_33.3431887795_134.9307404236=1988,AB033554_1985_-2.3045941592_118.5275669247=1985,AB111946_1998_15.880672531_106.7863444469=1998,AB112066_1999_15.2357758333_97.1170427803=1999,AB112471_2002_10.826174473_100.0321841486=2002,AB117759_2004_11.8647366524_104.4581350327=2004,AB198076_2001_31.3068442593_109.4304560078=2001,AB205128_2000_67.7822238778_83.2782706988=2000,AB205190_2000_7.0869990345_-0.6788566207=2000,AB219428_2002_11.4823584448_122.5890168578=2002,AJ344117_1990_46.339250578_1.5156738165=1990,AY341335_2003_37.779236413_24.2931907174=2003,AY641558_2003_39.8942378947_126.8819515526=2003,AY721605_2004_39.1656946813_32.8656198791=2004,AY738147_1998_-4.6027905391_22.3356877351=1998,DQ060824_1983_-21.3700228571_19.1068796429=1983,DQ315776_2000_17.9831869307_84.5569572724=2000">
#                        <taxa id="TaxonSet.HBV" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.HBV"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="KappaPrior.s:HBV" name="distribution">
#            <parameter id="kappa.s:HBV" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:HBV" name="distribution" x="@popSize.t:HBV">
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="alpha">0.01</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="beta">100.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ucldStdevPrior.c:HBV" name="distribution">
#            <parameter id="ucldStdev.c:HBV" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.6" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.7" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@HBV" id="treeLikelihood.HBV" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:HBV">
#            <siteModel id="SiteModel.s:HBV" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:HBV" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:HBV" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:HBV" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:HBV" kappa="@kappa.s:HBV" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:HBV" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:HBV" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:HBV" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:HBV">
#                <LogNormal S="@ucldStdev.c:HBV" id="LogNormalDistributionModel.c:HBV" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.5" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="32" id="rateCategories.c:HBV" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:HBV" name="clock.rate">2.0E-5</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	popSize	CoalescentConstant	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
837000	-12490.26049921552	-12294.07223825375	-196.18826096176915	-12294.07223825375	3315.671960922327	2.5272084754311184	2295.1260449562374	-159.03342778443044	0.2132810133254388	2.129823842316794E-5	2.2887864672705922E-11	0.21664507280320225	0.2355306223999114	0.2698899539375812	0.21269149758017658	0.28188792608233065
838000	-12482.635124061148	-12286.921948143627	-195.7131759175207	-12286.921948143627	3346.274412025778	2.5272084754311184	1719.2711845787085	-164.1253404852463	0.32279388056640607	2.1956800474949937E-5	4.7874545179810556E-11	0.30024614998574045	0.2355306223999114	0.2698899539375812	0.21269149758017658	0.28188792608233065
839000	-12487.921514280164	-12293.504040467873	-194.4174738122904	-12293.504040467873	3340.340921243298	2.5272084754311184	1696.726686546816	-162.82476318182358	0.38483375863735847	2.186088068800058E-5	7.115529255774245E-11	0.3522225694190255	0.2355306223999114	0.2698899539375812	0.21269149758017658	0.28188792608233065
840000	-12485.409214570405	-12291.883413187548	-193.52580138285688	-12291.883413187548	3378.3010385832986	2.5272084754311184	1671.7384023188727	-162.04290644336888	0.42604674580240065	2.2729366613596156E-5	7.628625903412971E-11	0.35546100141128095	0.2355306223999114	0.2698899539375812	0.21269149758017658	0.28188792608233065
841000	-12483.799155148701	-12287.953393335109	-195.84576181359213	-12287.953393335109	3384.5056056279595	2.76578297046847	2121.6456499600135	-159.86622681196062	0.34055353454054	2.153531624566067E-5	3.8965765221975637E-11	0.2775600132913374	0.2355306223999114	0.2698899539375812	0.21269149758017658	0.28188792608233065
842000	-12494.129652721667	-12298.18749380301	-195.94215891865736	-12298.18749380301	3778.059244620782	2.76578297046847	2203.3267202616057	-159.19845621929903	0.3181381231931689	2.0585027790186687E-5	3.889790687560991E-11	0.28345642186257336	0.2355306223999114	0.2698899539375812	0.21269149758017658	0.28188792608233065
843000	-12501.500971168876	-12301.60979430497	-199.89117686390557	-12301.60979430497	3494.557756625267	2.9712649477367514	2017.7314324706624	-165.47174887176675	0.21398492081528483	2.0241005331222065E-5	9.245344417882336E-12	0.14793469936672565	0.2355306223999114	0.2698899539375812	0.21269149758017658	0.28188792608233065
844000	-12498.633418889329	-12299.617064338747	-199.0163545505824	-12299.617064338747	3213.982009951115	2.9712649477367514	1905.0011426702702	-165.39790446770456	0.3005909548104066	2.0536099185421084E-5	1.609827490960237E-11	0.19110126013382703	0.2355306223999114	0.2698899539375812	0.21269149758017658	0.28188792608233065
845000	-12492.324252023715	-12291.302203008028	-201.02204901568672	-12291.302203008028	3547.709910421972	2.9712649477367514	2353.1560196280575	-162.753330936113	0.2909048771876418	2.0551594479665673E-5	2.5438863010439757E-11	0.2445128617627693	0.2355306223999114	0.2698899539375812	0.21269149758017658	0.28188792608233065
846000	-12504.454165364927	-12304.336654268149	-200.1175110967774	-12304.336654268149	3524.0357687439655	2.9712649477367514	2474.377879093976	-161.5314267120596	0.10663167684744781	1.9792490717831078E-5	6.009508718785513E-12	0.12157503418379631	0.22704848797151242	0.2698899539375812	0.22117363200857557	0.28188792608233065
847000	-12504.21748289534	-12302.053178132823	-202.16430476251617	-12302.053178132823	3626.1377685203165	2.6969285792854256	2772.705329032134	-159.5663554842673	0.30791424194509004	1.9866003594221033E-5	3.933424415736031E-11	0.2989227562756833	0.22704848797151242	0.2698899539375812	0.22117363200857557	0.28188792608233065
848000	-12500.2855810257	-12301.057058116032	-199.228522909669	-12301.057058116032	3854.6326634133925	2.6969285792854256	2429.495282014355	-160.30475358173567	0.2813113017303467	2.0338865538184762E-5	3.3652787019758005E-11	0.268166885349054	0.22704848797151242	0.2698899539375812	0.22117363200857557	0.28188792608233065
849000	-12493.01333510387	-12295.874585929458	-197.13874917441115	-12295.874585929458	3505.6446254884786	2.6969285792854256	2300.5151769776985	-159.2689839735932	0.3523813102499643	1.9871977766558576E-5	4.497895973846167E-11	0.3016719261586773	0.22704848797151242	0.27113362198857244	0.21992996395758432	0.28188792608233065
850000	-12492.81971530579	-12290.585023397014	-202.23469190877623	-12290.585023397014	4742.182226647279	2.6969285792854256	2481.0723014888467	-162.2277236765435	0.41971789545151184	1.7147480758650707E-5	8.488357264747233E-11	0.4403083080810897	0.22704848797151242	0.27113362198857244	0.21992996395758432	0.28188792608233065
851000	-12491.815417591333	-12289.504374452546	-202.31104313878757	-12289.504374452546	5124.980987674584	2.6969285792854256	2497.666263264306	-162.00610217313337	0.453867473493061	1.7016013636574737E-5	8.793834358902956E-11	0.4449002097562994	0.22704848797151242	0.266951478771911	0.22931841431225497	0.2766816189443215
852000	-12495.995420317226	-12295.793682172656	-200.20173814457004	-12295.793682172656	4446.957249552013	2.6969285792854256	2500.4916634789884	-159.8868379135783	0.44853232604507104	1.7651629263797066E-5	7.375752370816367E-11	0.4007696833676205	0.22704848797151242	0.266951478771911	0.22931841431225497	0.2766816189443215
853000	-12495.446511334289	-12293.096256853489	-202.35025448079946	-12293.096256853489	4838.191418483353	2.6969285792854256	2053.3258899733614	-166.56922148873704	0.4853834800216577	1.7531044221320116E-5	6.422931159456E-11	0.38361016208202836	0.22704848797151242	0.266951478771911	0.22931841431225497	0.2766816189443215
854000	-12496.758233776129	-12296.190737520563	-200.56749625556512	-12296.190737520563	4578.863131489849	2.6969285792854256	2049.1557491096023	-165.36602244755903	0.34220224576059916	1.785144941794163E-5	3.272210223310455E-11	0.2865363315085687	0.22704848797151242	0.26669469828875453	0.22931841431225497	0.27693839942747794
855000	-12498.365915065806	-12298.855049826994	-199.51086523881153	-12298.855049826994	4046.1565122903844	2.6452527013229807	2125.863399420225	-163.93445353321556	0.24477121928763917	1.9170454628321617E-5	2.130395485374023E-11	0.22692826320301634	0.22704848797151242	0.261508651896047	0.23450446070496248	0.27693839942747794
856000	-12497.42448960657	-12297.119905287193	-200.3045843193774	-12297.119905287193	4082.7957449403	2.6452527013229807	2051.844354144934	-165.33339289109156	0.28373967367792713	1.8262869418194484E-5	3.251120445955649E-11	0.2909520782760242	0.22704848797151242	0.261508651896047	0.23450446070496248	0.27693839942747794
857000	-12496.727244943337	-12294.976239414214	-201.75100552912318	-12294.976239414214	4198.4353880719555	2.6452527013229807	1965.2855534178987	-167.76108232122917	0.2667281452534642	1.8892611998027476E-5	1.853765945135273E-11	0.21010478266325844	0.22704848797151242	0.261508651896047	0.23450446070496248	0.27693839942747794
858000	-12493.675833208115	-12291.609483157976	-202.06635005014027	-12291.609483157976	3713.68858341589	2.6452527013229807	1713.69560022564	-170.28730947296958	0.37506955927791774	1.9280280112535684E-5	4.181039685629215E-11	0.31042663788287944	0.22704848797151242	0.261508651896047	0.23450446070496248	0.27693839942747794
859000	-12490.284402802572	-12289.435898369915	-200.8485044326573	-12289.435898369915	3785.2617875642923	2.6452527013229807	2489.528406642231	-160.9456775191857	0.3739654468976217	1.9375078229373486E-5	5.64185580000175E-11	0.35968183568115597	0.2234557400338066	0.2672802248360804	0.23232563570263493	0.27693839942747794
860000	-12496.734587193872	-12297.33469730041	-199.39988989346253	-12297.33469730041	4149.775142509522	2.6452527013229807	2251.7980648518023	-162.26535237452828	0.3008469175243493	1.9196582379402377E-5	4.193683060385251E-11	0.31361985421135685	0.2234557400338066	0.2672802248360804	0.23232563570263493	0.27693839942747794
861000	-12492.170377545905	-12291.884149071435	-200.2862284744697	-12291.884149071435	4293.636673118461	2.6452527013229807	2411.2097075060506	-161.2277671092097	0.366318994570361	1.889870454430242E-5	7.23866171218003E-11	0.405502280744586	0.2234557400338066	0.2672802248360804	0.23232563570263493	0.27693839942747794
862000	-12492.517169510462	-12293.688194419256	-198.82897509120676	-12293.688194419256	3975.5452586737797	2.6452527013229807	2534.530505689824	-158.61811111650235	0.3332408667532434	1.944203870959768E-5	4.6132559239177766E-11	0.3253525415148095	0.2234557400338066	0.2672802248360804	0.23232563570263493	0.27693839942747794
863000	-12492.4715617529	-12296.133403397744	-196.33815835515685	-12296.133403397744	4138.173739540289	2.6452527013229807	2163.307736004052	-160.03556298980865	0.3234777691688771	1.8065251653265566E-5	5.2846144576182983E-11	0.353345013267054	0.2234557400338066	0.2672802248360804	0.23232563570263493	0.27693839942747794
864000	-12500.044171545143	-12300.750196578563	-199.29397496657947	-12300.750196578563	4091.796787975578	2.6452527013229807	2123.8522164899628	-163.6672403624899	0.2608450567531749	1.8989124876501332E-5	3.6347245463194804E-11	0.2909620333003417	0.2234557400338066	0.2672802248360804	0.23232563570263493	0.27693839942747794
865000	-12502.207475385703	-12301.53033260659	-200.67714277911384	-12301.53033260659	4352.272977397766	2.6452527013229807	1883.3046328697085	-167.50019627823912	0.2781039358856215	1.735489682089209E-5	3.292841772185768E-11	0.29442665203647655	0.2234557400338066	0.2672802248360804	0.23232563570263493	0.27693839942747794
866000	-12502.236142744363	-12294.196203711843	-208.0399390325197	-12294.196203711843	4297.132196527605	2.6452527013229807	1680.0816008516601	-177.0332427015977	0.27228411519375956	1.7323444439679317E-5	2.675379481354199E-11	0.27420078422688127	0.2234557400338066	0.2672802248360804	0.23232563570263493	0.27693839942747794
867000	-12498.430067885458	-12295.867562963982	-202.56250492147657	-12295.867562963982	3692.713566846048	2.6452527013229807	2958.796316431105	-158.52830661155906	0.20232221803194278	1.9364079725918687E-5	2.0833006612149627E-11	0.2272047625873874	0.2234557400338066	0.2672802248360804	0.23232563570263493	0.27693839942747794
868000	-12493.102941830051	-12290.282637428038	-202.8203044020139	-12290.282637428038	3840.5526167905095	2.6452527013229807	2754.005227206918	-160.48444156351007	0.29602615322905124	1.886750883206133E-5	2.869988248614611E-11	0.27372841401775744	0.2234557400338066	0.2672802248360804	0.23232563570263493	0.27693839942747794
869000	-12503.521513532909	-12306.443135892772	-197.07837764013723	-12306.443135892772	3614.4358503986573	2.6452527013229807	2098.6012165014954	-161.93163106788109	0.2136149146853661	1.8978986134381026E-5	1.9417873939662732E-11	0.2192475097218073	0.2234557400338066	0.2672802248360804	0.23466916136471408	0.27459487376539876
870000	-12508.724795916742	-12306.733990826056	-201.9908050906849	-12306.733990826056	3898.0176483986756	2.263752901732604	2712.384518468979	-160.73242821916406	0.18621869159597912	1.9696432738188686E-5	1.3676296008079489E-11	0.18205999165055856	0.2234557400338066	0.2672802248360804	0.23466916136471408	0.27459487376539876
871000	-12498.175741508323	-12293.378492923708	-204.79724858461577	-12293.378492923708	4168.109790187866	2.6806789900797448	2014.5408131608435	-170.44362002841874	0.229545452871944	1.7754632333541512E-5	2.605010041063931E-11	0.2683842335956749	0.2234557400338066	0.2672802248360804	0.23466916136471408	0.27459487376539876
872000	-12500.73736417936	-12298.129560633208	-202.60780354615324	-12298.129560633208	4324.725484717999	2.6806789900797448	2179.1447245843797	-166.14543132426613	0.31880311038359205	1.7529156866146342E-5	3.5772688473310786E-11	0.3209703035904517	0.2234557400338066	0.2672802248360804	0.23466916136471408	0.27459487376539876
873000	-12500.475241306287	-12300.358354450398	-200.11688685588837	-12300.358354450398	3955.7168069123322	2.6806789900797448	2305.2469072847884	-162.11202325671408	0.3760089498000645	1.7899767218792775E-5	4.190123476982647E-11	0.3352916689599912	0.2234557400338066	0.2672802248360804	0.23466916136471408	0.27459487376539876
874000	-12496.647839798914	-12294.595665677158	-202.0521741217571	-12294.595665677158	4058.893535773057	2.6806789900797448	2108.324165178583	-166.077437878454	0.3831869058981224	1.8856558358292562E-5	4.769509643230878E-11	0.33452363530189955	0.2234557400338066	0.2672802248360804	0.23466916136471408	0.27459487376539876
875000	-12496.383068407871	-12296.12245584912	-200.2606125587522	-12296.12245584912	4190.160338250862	2.6806789900797448	2655.307647158291	-158.40580351121847	0.43169003303550496	1.8117445804839377E-5	9.15980240891936E-11	0.46024331240325134	0.2234557400338066	0.2672802248360804	0.23466916136471408	0.27459487376539876
876000	-12499.910281722172	-12299.333988018432	-200.5762937037404	-12299.333988018432	4074.9220458367845	2.6806789900797448	1748.8598260929093	-168.24811054510567	0.4185261910555499	1.8343315380916465E-5	8.497514068669273E-11	0.4273839034977298	0.2234557400338066	0.2672802248360804	0.23466916136471408	0.27459487376539876
877000	-12494.647072063073	-12290.706402755995	-203.94066930707865	-12290.706402755995	4158.687662218503	2.6806789900797448	2117.5020722084887	-168.20588421601315	0.2986699974202641	1.8031316219787325E-5	3.3772276078644855E-11	0.29280885653236577	0.23583956507918308	0.2672802248360804	0.2222853363193376	0.27459487376539876
878000	-12490.14312467847	-12289.66474617755	-200.4783785009204	-12289.66474617755	4335.430569113869	2.6806789900797448	2263.877410244855	-163.17203881604175	0.30873820294847837	1.8352262815173866E-5	4.6083459439953694E-11	0.33905530994573957	0.23583956507918308	0.2672802248360804	0.2222853363193376	0.27459487376539876
879000	-12488.545387171645	-12290.34893847659	-198.19644869505478	-12290.34893847659	3892.6412459951243	2.6806789900797448	2202.210118613517	-161.64952521764812	0.2811343346356656	1.805957657274151E-5	3.4368384221941E-11	0.29239913579448434	0.23583956507918308	0.2672802248360804	0.2222853363193376	0.27459487376539876
880000	-12485.234601959019	-12286.22991013577	-199.00469182324892	-12286.22991013577	4336.644166649362	2.6806789900797448	2329.3771231489955	-160.9944220157459	0.31378897969308844	1.8204489456865616E-5	4.025089278903475E-11	0.3039247049793507	0.23583956507918308	0.2672802248360804	0.2222853363193376	0.27459487376539876
881000	-12484.495547129809	-12285.026348644786	-199.46919848502387	-12285.026348644786	4388.879924890804	2.9343159844408215	2249.488392682624	-162.07355692553463	0.34530666965025497	1.8876132776920694E-5	4.713145112818719E-11	0.31463173620383567	0.23583956507918308	0.2672802248360804	0.2222853363193376	0.27459487376539876
882000	-12485.128441648152	-12287.861259759331	-197.2671818888215	-12287.861259759331	4051.132421480027	2.9343159844408215	2412.8009566620954	-158.16134711917232	0.3472526776724167	1.875142789536719E-5	4.3322510182438904E-11	0.3130924741573621	0.23583956507918308	0.2672802248360804	0.2222853363193376	0.27459487376539876
883000	-12485.906547571607	-12287.696563121866	-198.20998444974137	-12287.696563121866	3831.4512509290594	2.9343159844408215	2486.879444641691	-158.41325416214852	0.3272162479841344	2.0310914984337714E-5	6.399524476780165E-11	0.34640446087853083	0.23583956507918308	0.2672802248360804	0.2222853363193376	0.27459487376539876
884000	-12486.120385427515	-12289.806740247861	-196.31364517965372	-12289.806740247861	3776.7542564403893	2.9343159844408215	2168.1842148794976	-159.4029232818197	0.44137566801921446	2.0183137449318362E-5	7.037777496641271E-11	0.37545167718736666	0.23583956507918308	0.2672802248360804	0.2222853363193376	0.27459487376539876
885000	-12484.236389537326	-12287.106588434517	-197.1298011028089	-12287.106588434517	3693.565997297528	2.9343159844408215	2176.824552135257	-160.306496951832	0.3936225530013995	2.0195766717952998E-5	5.71679307325416E-11	0.3438966215194194	0.24130984816641907	0.26180994174884437	0.2222853363193376	0.27459487376539876
886000	-12487.736764283953	-12290.844844670348	-196.8919196136045	-12290.844844670348	3541.5417845353136	2.9343159844408215	2141.0629531810687	-160.65277970291237	0.3394174129454193	2.0284331864906362E-5	5.406121249242079E-11	0.336444529095161	0.24130984816641907	0.2611071108233102	0.2222853363193376	0.27529770469093295
887000	-12503.869144904063	-12306.595179993541	-197.2739649105224	-12306.595179993541	3147.76109007014	2.9343159844408215	2529.391315500298	-157.2722458672439	0.2703234315925854	2.0921178514193562E-5	2.957030890590674E-11	0.2619559912645394	0.24130984816641907	0.2611071108233102	0.2222853363193376	0.27529770469093295
888000	-12496.906075416375	-12296.626739480751	-200.27933593562415	-12296.626739480751	3516.0241334283473	2.9343159844408215	2670.4703463245846	-158.63075555712152	0.31375900649063576	1.955209143145199E-5	4.145061506508756E-11	0.3148575943187238	0.24130984816641907	0.2611071108233102	0.2222853363193376	0.27529770469093295
889000	-12494.12534909437	-12293.429815952124	-200.69553314224655	-12293.429815952124	4030.2789641379372	2.9343159844408215	2409.5036322523138	-161.49734904128124	0.37985312478503697	1.855608879307666E-5	5.723057964387056E-11	0.36676599313443176	0.24130984816641907	0.2611071108233102	0.2222853363193376	0.27529770469093295
890000	-12497.458785637216	-12296.176852210703	-201.28193342651358	-12296.176852210703	3180.586625394722	2.677528354829679	3076.8105169287473	-155.33968567054504	0.359755040085788	2.008730507385197E-5	3.959295520541527E-11	0.29586183480830014	0.24130984816641907	0.2611071108233102	0.2222853363193376	0.27529770469093295
891000	-12492.693330580558	-12292.095286181107	-200.59804439945006	-12292.095286181107	3588.9243433468446	2.677528354829679	2590.251986311129	-160.21747173640523	0.23435644561449692	2.0063100373166807E-5	1.7193569918225148E-11	0.20215574113722765	0.24130984816641907	0.2611071108233102	0.2222853363193376	0.27529770469093295
892000	-12503.083917588967	-12304.752881901124	-198.33103568784352	-12304.752881901124	3457.4845778238673	2.677528354829679	2272.7317843577725	-161.70540457332706	0.14582051243541513	1.984855367663666E-5	1.0382538367581385E-11	0.15963983476663562	0.24130984816641907	0.2611071108233102	0.2222853363193376	0.27529770469093295
893000	-12504.301145392958	-12303.00436531821	-201.29678007474854	-12303.00436531821	3961.8777741885037	2.6173122369667925	2269.2009875077647	-164.43147626756775	0.20235440245066133	1.955081347968891E-5	1.7358435150210484E-11	0.20739094608368702	0.24130984816641907	0.2611071108233102	0.2222853363193376	0.27529770469093295
894000	-12491.364505391606	-12288.596316937692	-202.76818845391477	-12288.596316937692	3619.9614673890305	2.6173122369667925	1819.747853229692	-170.480124636245	0.23096750861336654	2.0027974589850513E-5	2.8498776208826695E-11	0.2621441532555848	0.24130984816641907	0.2611071108233102	0.2222853363193376	0.27529770469093295
895000	-12490.410867858483	-12290.854315583443	-199.5565522750404	-12290.854315583443	3314.5270975157755	2.6173122369667925	1968.3147633837211	-165.76618210264007	0.21789438531475352	2.029357104834016E-5	1.994611801427895E-11	0.21210694656062695	0.24130984816641907	0.2611071108233102	0.2222853363193376	0.27529770469093295
896000	-12488.912432392754	-12289.115871432845	-199.79656095990833	-12289.115871432845	3659.1619362352376	2.6173122369667925	2242.512725669433	-163.34427178167945	0.17577689053492204	1.9618788484318064E-5	1.858378688688585E-11	0.21375200032527736	0.24130984816641907	0.2611071108233102	0.2222853363193376	0.27529770469093295
897000	-12498.19415978488	-12298.412302926361	-199.7818568585182	-12298.412302926361	3297.821185797262	2.6173122369667925	2043.4198819964513	-165.4212339124881	0.17412067655806165	1.9919557381301274E-5	1.6094200550089955E-11	0.19090022274484592	0.24130984816641907	0.2611071108233102	0.2222853363193376	0.27529770469093295
898000	-12490.25892225174	-12288.867519947384	-201.39140230435572	-12288.867519947384	3246.879976726024	2.6173122369667925	2581.3849684194033	-161.00557620423447	0.2610773078101601	2.0050050201763542E-5	3.396809784965354E-11	0.28235139844979584	0.24130984816641907	0.2611071108233102	0.2222853363193376	0.27529770469093295
899000	-12491.286198139509	-12290.270465775902	-201.0157323636064	-12290.270465775902	3336.0937930836326	2.6173122369667925	2517.4368094731485	-161.2830657674148	0.26362820271133164	1.9872110374576936E-5	3.481157747335963E-11	0.29860320354259207	0.24601068584635175	0.2611071108233102	0.21758449863940493	0.27529770469093295
900000	-12502.19684313458	-12301.629231636793	-200.56761149778694	-12301.629231636793	3403.5547453390773	2.6173122369667925	2574.0917029641478	-160.52486858157252	0.20311598182885096	1.9290903139068363E-5	1.8413614006579756E-11	0.2204256548654215	0.24601068584635175	0.2573511671525661	0.21758449863940493	0.279053648361677
901000	-12497.993383185805	-12299.316317468909	-198.6770657168969	-12299.316317468909	3295.7052847312116	2.6173122369667925	1994.0548685415554	-164.8490325802827	0.17133310551256906	2.0313206534951427E-5	1.2229786355533432E-11	0.16817646961853355	0.24601068584635175	0.2573511671525661	0.21758449863940493	0.279053648361677
902000	-12489.758833061682	-12291.665926413218	-198.0929066484637	-12291.665926413218	3414.931814909464	2.6173122369667925	2026.0182309109578	-163.38284922407982	0.2884857156979612	2.0696165293417076E-5	2.2925817435420605E-11	0.23020802599425563	0.24601068584635175	0.2573511671525661	0.21758449863940493	0.279053648361677
903000	-12490.811347324356	-12292.53345293639	-198.27789438796592	-12292.53345293639	3574.266707841808	2.6173122369667925	2144.8584851675937	-162.74278432023274	0.1960705394730797	2.034687992479917E-5	2.005898593702215E-11	0.2193540804400005	0.24601068584635175	0.2573511671525661	0.21653177217806654	0.2801063748230154
904000	-12499.60621476499	-12300.137539939562	-199.46867482542874	-12300.137539939562	3330.5305736080295	2.6173122369667925	2663.774972783936	-158.3145308169343	0.24160246170496674	2.1327232678731914E-5	3.076507005602077E-11	0.26817508522940436	0.24601068584635175	0.2573511671525661	0.21653177217806654	0.2801063748230154
905000	-12495.598708762593	-12292.89425552064	-202.70445324195362	-12292.89425552064	3836.2736498315644	2.6173122369667925	3076.3510963977456	-157.20345476932147	0.2592194279840665	1.9208597813888456E-5	3.115170135497895E-11	0.2792653274603264	0.251190550684007	0.2521713023149109	0.21653177217806654	0.2801063748230154
906000	-12502.220415126043	-12299.428474582926	-202.79194054311608	-12299.428474582926	3664.9929433224866	2.6173122369667925	2278.026894814417	-165.4743907983114	0.2817159767817878	1.9582060618751477E-5	3.2463361790258635E-11	0.2863506744335997	0.251190550684007	0.2521713023149109	0.21653177217806654	0.2801063748230154
907000	-12498.072892316708	-12297.973803325356	-200.09908899135144	-12297.973803325356	3854.98295675349	2.6173122369667925	1984.005011320894	-166.19663096665175	0.20688983678750608	1.94434243652729E-5	1.877341698168583E-11	0.21571057600540428	0.251190550684007	0.2521713023149109	0.21653177217806654	0.2801063748230154
908000	-12497.374209372181	-12298.287062431848	-199.08714694033299	-12298.287062431848	3652.31614642973	2.6173122369667925	2384.7127988195516	-161.0157627561664	0.20272398443373374	2.0176344751712334E-5	2.106282831170673E-11	0.2143729868835787	0.251190550684007	0.2521713023149109	0.21653177217806654	0.2801063748230154
909000	-12495.808703709625	-12295.690997875996	-200.11770583362926	-12295.690997875996	3705.603133316276	2.6173122369667925	2142.977669044503	-164.75603749373175	0.16630146218234118	1.9561676856685776E-5	1.433151819145894E-11	0.18648614429671706	0.251190550684007	0.2521713023149109	0.21653177217806654	0.2801063748230154
910000	-12496.941525809767	-12295.606783377205	-201.33474243256214	-12295.606783377205	4010.5019492260776	2.6173122369667925	2334.4186405382684	-163.64786740400342	0.23216773385496867	1.867940405339006E-5	2.4864289208313656E-11	0.2558732564276269	0.251190550684007	0.2521713023149109	0.21653177217806654	0.2801063748230154
911000	-12497.057478726923	-12297.15428915334	-199.90318957358292	-12297.15428915334	3551.218556279071	2.6173122369667925	2484.065736460939	-161.28139417599888	0.11608781642476328	1.9905120142139814E-5	6.419596656269258E-12	0.12526339225360902	0.251190550684007	0.2521713023149109	0.21653177217806654	0.2801063748230154
912000	-12507.825229026359	-12306.08599603014	-201.73923299621845	-12306.08599603014	3330.0493138459083	2.6173122369667925	2896.9288624197507	-158.4926208829051	0.17514129921162366	2.0275119070934856E-5	8.972084180346804E-12	0.14764047914160539	0.251190550684007	0.2521713023149109	0.21653177217806654	0.2801063748230154
913000	-12496.959873289527	-12295.429805734868	-201.53006755465807	-12295.429805734868	3335.284887408668	2.6173122369667925	2654.9328770193306	-160.49651391063824	0.23525511141437758	2.0388051274298286E-5	2.7761976653721846E-11	0.24757528821170718	0.251190550684007	0.2521713023149109	0.21653177217806654	0.2801063748230154
