#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:HBV" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:HBV" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:HBV" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:HBV" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:HBV">
#                    <trait id="dateTrait.t:HBV" spec="beast.evolution.tree.TraitSet" traitname="date" value="AB033550_1988_33.3431887795_134.9307404236=1988,AB033554_1985_-2.3045941592_118.5275669247=1985,AB111946_1998_15.880672531_106.7863444469=1998,AB112066_1999_15.2357758333_97.1170427803=1999,AB112471_2002_10.826174473_100.0321841486=2002,AB117759_2004_11.8647366524_104.4581350327=2004,AB198076_2001_31.3068442593_109.4304560078=2001,AB205128_2000_67.7822238778_83.2782706988=2000,AB205190_2000_7.0869990345_-0.6788566207=2000,AB219428_2002_11.4823584448_122.5890168578=2002,AJ344117_1990_46.339250578_1.5156738165=1990,AY341335_2003_37.779236413_24.2931907174=2003,AY641558_2003_39.8942378947_126.8819515526=2003,AY721605_2004_39.1656946813_32.8656198791=2004,AY738147_1998_-4.6027905391_22.3356877351=1998,DQ060824_1983_-21.3700228571_19.1068796429=1983,DQ315776_2000_17.9831869307_84.5569572724=2000">
#                        <taxa id="TaxonSet.HBV" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.HBV"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="KappaPrior.s:HBV" name="distribution">
#            <parameter id="kappa.s:HBV" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:HBV" name="distribution" x="@popSize.t:HBV">
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="alpha">0.01</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="beta">100.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ucldStdevPrior.c:HBV" name="distribution">
#            <parameter id="ucldStdev.c:HBV" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.6" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.7" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@HBV" id="treeLikelihood.HBV" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:HBV">
#            <siteModel id="SiteModel.s:HBV" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:HBV" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:HBV" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:HBV" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:HBV" kappa="@kappa.s:HBV" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:HBV" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:HBV" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:HBV" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:HBV">
#                <LogNormal S="@ucldStdev.c:HBV" id="LogNormalDistributionModel.c:HBV" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.5" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="32" id="rateCategories.c:HBV" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:HBV" name="clock.rate">2.0E-5</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	popSize	CoalescentConstant	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
213000	-12497.773677285753	-12296.756975483358	-201.01670180239412	-12296.756975483358	4058.2079967957343	2.4948727056495827	2513.884904093555	-161.39545242648725	0.2571347182221452	1.9967797785679912E-5	2.1549549277332803E-11	0.23337966404456903	0.22366251874791698	0.27010971431407543	0.22508341316765923	0.28114435377034847
214000	-12491.340582900002	-12286.753493792952	-204.5870891070495	-12286.753493792952	4269.205852650758	2.4948727056495827	2793.384943030894	-161.80701189274959	0.31855828856349677	1.8261090516856475E-5	4.466824719910452E-11	0.34095627329842454	0.23749075697891855	0.25628147608307383	0.22508341316765923	0.28114435377034847
215000	-12491.550936144584	-12289.640797490238	-201.9101386543462	-12289.640797490238	3790.00143856895	2.4948727056495827	1949.8323218156638	-168.1205020754768	0.2709936213158964	1.9312706804071215E-5	4.0053487683108746E-11	0.30340817704492573	0.23749075697891855	0.25628147608307383	0.22508341316765923	0.28114435377034847
216000	-12492.110620262536	-12291.514341412207	-200.59627885032992	-12291.514341412207	3953.043418656588	2.4948727056495827	2192.494426295753	-164.27737245339665	0.2678796884582834	1.9311581552927554E-5	3.245164298995253E-11	0.28403061491368464	0.23749075697891855	0.25628147608307383	0.22508341316765923	0.28114435377034847
217000	-12489.100908477607	-12289.706915410015	-199.39399306759162	-12289.706915410015	3755.3820536141825	2.4948727056495827	2571.2288700606505	-159.153968058957	0.2623742895364532	1.955379178503513E-5	3.1296673679506336E-11	0.27485607830761355	0.23749075697891855	0.25628147608307383	0.22508341316765923	0.28114435377034847
218000	-12490.523887332436	-12293.819376386935	-196.70451094550103	-12293.819376386935	3973.3169551536116	2.479040205333803	2313.6701439513754	-158.98650589202074	0.30092602228222	1.981354551845582E-5	4.13926753373353E-11	0.29562773533448605	0.23749075697891855	0.25628147608307383	0.22508341316765923	0.28114435377034847
219000	-12489.267885998666	-12293.294876534686	-195.9730094639797	-12293.294876534686	4109.601867722418	2.479040205333803	1908.0767809404958	-161.92369269508976	0.4506734229318966	2.058744261046947E-5	8.196637748122866E-11	0.39287240357088965	0.23749075697891855	0.25628147608307383	0.22508341316765923	0.28114435377034847
220000	-12488.881561333286	-12296.072435684679	-192.8091256486071	-12296.072435684679	3614.074744419801	2.479040205333803	1772.9303978909775	-159.65709165299873	0.6012225849483064	2.0543121789191202E-5	1.1363475572018983E-10	0.4375197359987206	0.23749075697891855	0.25628147608307383	0.22508341316765923	0.28114435377034847
221000	-12493.131164595985	-12295.439661896988	-197.69150269899816	-12295.439661896988	4492.183634725881	2.479040205333803	2455.691683270213	-157.3893388999199	0.6012225849483064	1.894544136827153E-5	1.194335299296102E-10	0.4707715597157742	0.25426647711445716	0.25628147608307383	0.22508341316765923	0.2643686336348099
222000	-12494.27954495486	-12300.962858249859	-193.3166867050005	-12300.962858249859	3967.5237744288756	2.479040205333803	2174.7763895814473	-156.57712303819244	0.4217508383365835	2.046136537009503E-5	6.415679100186964E-11	0.33936715271882595	0.25426647711445716	0.25628147608307383	0.22508341316765923	0.2643686336348099
223000	-12487.246131767988	-12296.307289530529	-190.9388422374596	-12296.307289530529	3291.28951556927	2.479040205333803	1991.988381751864	-156.20811293386237	0.3966332932814671	2.2075589409333275E-5	9.382223629471061E-11	0.3875643141634111	0.23008486151117302	0.28046309168635797	0.22508341316765923	0.2643686336348099
224000	-12492.5182715735	-12298.632971492783	-193.88530008071757	-12298.632971492783	3320.8494674337385	2.847448182309591	2483.496512793957	-154.04806060100915	0.35414391034152537	2.221656454331022E-5	7.904599882243217E-11	0.3639071311856552	0.23008486151117302	0.28046309168635797	0.22508341316765923	0.2643686336348099
225000	-12490.937816677962	-12295.655523101866	-195.28229357609678	-12295.655523101866	3754.9383239521358	2.847448182309591	1694.6515420920164	-163.6166451967066	0.37871605532106034	2.0969332946588995E-5	8.388911511223257E-11	0.40402566146372854	0.23008486151117302	0.28046309168635797	0.22508341316765923	0.2643686336348099
226000	-12494.804504080319	-12299.533052780173	-195.27145130014677	-12299.533052780173	3656.8808534856703	2.847448182309591	2071.0134617168032	-159.4672017991388	0.42558023234862785	2.1340213909319676E-5	8.643705571738227E-11	0.4045247466094883	0.23008486151117302	0.28046309168635797	0.22508341316765923	0.2643686336348099
227000	-12489.94725482979	-12294.366266451407	-195.5809883783838	-12294.366266451407	3340.129963346544	2.847448182309591	2258.859481732993	-158.30904808488245	0.29833924350485685	2.126877013031708E-5	3.466325749720311E-11	0.2684331514516629	0.23008486151117302	0.28046309168635797	0.22508341316765923	0.2643686336348099
228000	-12494.00748524049	-12298.508076955182	-195.49940828530814	-12298.508076955182	2946.413744309943	2.847448182309591	2298.2327556686046	-157.47807352004625	0.3834873048919445	2.278880313792725E-5	5.379802819960199E-11	0.3180736147541907	0.23008486151117302	0.28046309168635797	0.22508341316765923	0.2643686336348099
229000	-12492.124348314635	-12296.211371456493	-195.91297685814286	-12296.211371456493	3077.646637261414	2.847448182309591	1954.1288129203847	-161.22536374608032	0.45552691001161827	2.2199396303738976E-5	8.590880656599006E-11	0.39564573441757606	0.23008486151117302	0.28046309168635797	0.22508341316765923	0.2643686336348099
230000	-12498.696586811813	-12299.624289765483	-199.0722970463305	-12299.624289765483	3417.3721223434172	2.847448182309591	1954.1688046308223	-164.63746152935315	0.3873409144902858	2.037459157237476E-5	7.964044689224208E-11	0.41479339325363745	0.23008486151117302	0.2820528769824055	0.22508341316765923	0.26277884833876236
231000	-12500.344747542811	-12299.049400892898	-201.2953466499125	-12299.049400892898	3604.7712259019045	2.847448182309591	2296.0574953876207	-163.2146332548023	0.4051622127241194	1.997193821671354E-5	7.649397458164902E-11	0.40831384993397035	0.23008486151117302	0.2820528769824055	0.22508341316765923	0.26277884833876236
232000	-12499.121263919684	-12301.604486571772	-197.51677734791073	-12301.604486571772	3550.8047273218394	2.847448182309591	2338.218474555304	-158.92554967356398	0.4241730122742527	2.0384688423287658E-5	9.34306940412257E-11	0.41004599117234297	0.23008486151117302	0.2820528769824055	0.22508341316765923	0.26277884833876236
233000	-12499.247190588996	-12301.00674257587	-198.24044801312638	-12301.00674257587	3561.117006972442	2.606911394150328	1834.146268192818	-165.34441618406646	0.33912927120239894	1.9978973211674478E-5	6.424065273420208E-11	0.3679993958987107	0.23008486151117302	0.2820528769824055	0.22508341316765923	0.26277884833876236
234000	-12501.03772963807	-12303.054126185538	-197.98360345253295	-12303.054126185538	3317.358564569137	2.6109928177887465	2537.6197379105506	-157.923521376365	0.291687138202552	2.074513438789062E-5	2.8238530511983336E-11	0.2546534219261572	0.23008486151117302	0.2820528769824055	0.22508341316765923	0.26277884833876236
235000	-12498.36825740415	-12299.27152947911	-199.09672792503943	-12299.27152947911	3386.0636020263846	2.6109928177887465	1784.4039082816169	-166.90282398581604	0.2951738838655395	2.1360106717487934E-5	4.046073220155262E-11	0.29586376874592124	0.23008486151117302	0.2820528769824055	0.22508341316765923	0.26277884833876236
236000	-12495.164557819297	-12298.896889200325	-196.26766861897195	-12298.896889200325	3541.456307187993	2.658520717027284	2002.2182451645385	-161.73940790987237	0.3010628980267534	2.152623808772525E-5	4.163871050395013E-11	0.2980902372711885	0.23008486151117302	0.2820528769824055	0.22508341316765923	0.26277884833876236
237000	-12491.7173517775	-12295.324628913573	-196.39272286392855	-12295.324628913573	3370.0061194241134	2.7553120857920175	1850.5836982173776	-163.31875414217168	0.326601557395022	2.1876324249991876E-5	4.079612512074153E-11	0.2926881306973727	0.23008486151117302	0.2820528769824055	0.22508341316765923	0.26277884833876236
238000	-12494.328434993602	-12298.759948228473	-195.56848676512965	-12298.759948228473	3240.5010780371745	2.7553120857920175	2306.228405031209	-157.5931953661184	0.3586371193353781	2.1488970763824064E-5	5.0351660174317265E-11	0.3176447594961864	0.23008486151117302	0.2820528769824055	0.22508341316765923	0.26277884833876236
239000	-12494.585741189041	-12296.302282626191	-198.28345856285065	-12296.302282626191	3643.216132406966	2.699909629094009	2414.7646936536253	-159.3641466755042	0.31683524905051447	1.979650185101489E-5	5.782076891315276E-11	0.3540120800032096	0.23008486151117302	0.2820528769824055	0.22508341316765923	0.26277884833876236
240000	-12490.948279550255	-12289.926316375871	-201.02196317438376	-12289.926316375871	3425.135609092624	2.699909629094009	2175.4640044515672	-164.83763577204036	0.2602694013121392	1.956058990542488E-5	2.7774927395752656E-11	0.2615570526534295	0.23008486151117302	0.26627033889066787	0.22508341316765923	0.2785613864305
241000	-12496.696990303764	-12296.381005163636	-200.31598514012867	-12296.381005163636	3728.6499764045025	2.699909629094009	2556.625162739485	-159.94186110295837	0.3118616367851847	1.970914086591963E-5	3.781724067203127E-11	0.3006368305380457	0.23008486151117302	0.26627033889066787	0.22508341316765923	0.2785613864305
242000	-12493.915495631658	-12290.565499157678	-203.34999647397947	-12290.565499157678	3775.0256227869954	2.699909629094009	2705.8404589766365	-161.19965551050188	0.36921583306178957	1.8524075471643445E-5	3.184083626189377E-11	0.29889378227604535	0.23008486151117302	0.2674133592270279	0.22745298218807236	0.2750487970737268
243000	-12501.870557871502	-12298.562256083731	-203.30830178777083	-12298.562256083731	3816.1629536578594	2.764557605972287	2481.2663180562163	-163.54082458359449	0.34995930776305373	1.921372542003957E-5	3.8971560154716816E-11	0.3222773118180331	0.23008486151117302	0.2674133592270279	0.22745298218807236	0.2750487970737268
244000	-12489.715035032325	-12289.046946002056	-200.6680890302694	-12289.046946002056	3533.110044477597	2.764557605972287	2456.508024079628	-161.6316096907051	0.23738149118803017	2.0580780874086712E-5	2.5819384790987478E-11	0.24604667532415256	0.23934084355321703	0.2674133592270279	0.22745298218807236	0.26579281503168284
245000	-12488.15397085786	-12290.479574950525	-197.674395907335	-12290.479574950525	3257.4403710087636	2.764557605972287	2157.226313553437	-161.76479959340335	0.2361876079113882	2.201831055026254E-5	2.7098924402955424E-11	0.23812092629997222	0.23934084355321703	0.2674133592270279	0.22745298218807236	0.26579281503168284
246000	-12488.964265024537	-12292.134442839615	-196.82982218492208	-12292.134442839615	3348.942936660932	2.764557605972287	1987.5287086692947	-162.53129623841397	0.27391538390091286	2.089063993226818E-5	3.89179459798088E-11	0.28704452729917135	0.23934084355321703	0.2674133592270279	0.22745298218807236	0.26579281503168284
247000	-12493.799781649655	-12293.747669840452	-200.05211180920315	-12293.747669840452	3647.832236730033	2.764557605972287	2141.2554992950218	-164.18670949753044	0.263723020923156	1.9888500839959105E-5	3.174544881486053E-11	0.2785604297539998	0.23934084355321703	0.2674133592270279	0.22745298218807236	0.26579281503168284
248000	-12483.779288547166	-12288.349950896185	-195.429337650982	-12288.349950896185	3456.4343625189726	2.764557605972287	2368.235428469591	-156.91292751443413	0.3311715571567459	2.1069371028252668E-5	5.6687518505315714E-11	0.337912812331796	0.23934084355321703	0.2674133592270279	0.21955329676683386	0.2736925004529213
249000	-12488.989636847575	-12292.852491919512	-196.13714492806238	-12292.852491919512	3634.347354204014	2.764557605972287	2362.949285356815	-157.38883318996733	0.40526652067800417	2.2170065112293527E-5	6.171862740208736E-11	0.32966365322595426	0.23934084355321703	0.2674133592270279	0.21955329676683386	0.2736925004529213
250000	-12484.772036105136	-12291.101897144143	-193.6701389609928	-12291.101897144143	3687.7085166132597	2.6821628168382	2086.357890856238	-157.97290723748145	0.370681395289585	2.148545524306594E-5	6.950575680855486E-11	0.3496169945670978	0.23934084355321703	0.2674133592270279	0.21955329676683386	0.2736925004529213
251000	-12485.186178273663	-12289.832030373334	-195.35414790032928	-12289.832030373334	3595.5381601261943	2.6821628168382	2054.3289799941604	-159.74355776224033	0.43687248145107416	2.1489516321823824E-5	1.1003593631104756E-10	0.45379705322787406	0.23934084355321703	0.2674133592270279	0.21955329676683386	0.2736925004529213
252000	-12485.139732781665	-12289.9469705439	-195.1927622377652	-12289.9469705439	3609.46712206075	2.6821628168382	2588.122020319231	-154.03574749055795	0.43138752545537934	2.139798205085257E-5	9.196542292994042E-11	0.40216164435951013	0.23934084355321703	0.2674133592270279	0.21955329676683386	0.2736925004529213
253000	-12491.53826655026	-12294.8953009551	-196.64296559515947	-12294.8953009551	3515.7611181231464	2.6821628168382	1924.156427923349	-162.48026459659633	0.41488294668610665	2.1387520955083363E-5	7.981896525969085E-11	0.39152095231542317	0.23934084355321703	0.2674133592270279	0.21955329676683386	0.2736925004529213
254000	-12489.728385054907	-12290.953446480893	-198.7749385740144	-12290.953446480893	3864.705688199828	2.6821628168382	2439.8158300992177	-159.5854152352468	0.3207821628453123	1.922814235109243E-5	4.225548479269728E-11	0.31366854301414315	0.23726861138076955	0.26402792040557604	0.21955329676683386	0.2791501714468207
255000	-12487.76884885818	-12290.331538244747	-197.43731061343343	-12290.331538244747	3636.052397915017	2.6821628168382	2322.6647185491	-159.52702538493088	0.30634341680685695	2.113032223816592E-5	4.599433801719284E-11	0.3129395471661316	0.23726861138076955	0.26402792040557604	0.21955329676683386	0.2791501714468207
256000	-12496.751847305626	-12298.497745748902	-198.25410155672438	-12298.497745748902	3458.314587012396	2.6821628168382	2073.609104229631	-163.26136296493686	0.23372862525098825	2.090078252514974E-5	2.7310637417732707E-11	0.2401854767327329	0.23726861138076955	0.26402792040557604	0.21955329676683386	0.2791501714468207
257000	-12485.806448366091	-12289.519598790808	-196.28684957528267	-12289.519598790808	3656.6300022685577	2.6821628168382	2288.6276124603282	-158.93886904762164	0.25762320396927135	1.9867784290727623E-5	4.154590760194462E-11	0.3079424698143938	0.23726861138076955	0.26402792040557604	0.21955329676683386	0.2791501714468207
258000	-12487.130515417624	-12287.741656798851	-199.38885861877395	-12287.741656798851	3768.9002400449444	2.769058877297368	2152.0357676221224	-163.3400289891043	0.27972162417259827	1.9840187929618078E-5	3.501301280670334E-11	0.2848289281232238	0.23726861138076955	0.26402792040557604	0.21955329676683386	0.2791501714468207
259000	-12491.289296652832	-12292.791233371236	-198.4980632815975	-12292.791233371236	3730.2605101318527	2.7653269885414513	2184.9313900228913	-162.03276338828115	0.29724503101771965	1.9331548748135505E-5	4.0772716395437565E-11	0.3187073185552422	0.23726861138076955	0.26402792040557604	0.21955329676683386	0.2791501714468207
260000	-12490.923309406195	-12290.06600098223	-200.85730842396592	-12290.06600098223	3690.9877448488355	2.7653269885414513	2815.4214956357046	-157.73418178936896	0.32206997805796844	1.960208506286883E-5	4.206151185223432E-11	0.3165729287262763	0.23726861138076955	0.26402792040557604	0.21955329676683386	0.2791501714468207
261000	-12493.694202777118	-12292.908375726834	-200.78582705028427	-12292.908375726834	3567.3538381336894	2.7653269885414513	2862.7803379866828	-157.5404950539017	0.236138095399456	2.0039701418463654E-5	2.0393414958211515E-11	0.21882514039646841	0.23726861138076955	0.26402792040557604	0.23205872712945302	0.26664474108420155
262000	-12497.420347593765	-12294.52749695466	-202.8928506391044	-12294.52749695466	3676.350686341032	2.7653269885414513	2835.651586877373	-159.6382686597851	0.3030245868753715	1.9790856860932446E-5	2.925567860417425E-11	0.2623980518280068	0.23726861138076955	0.26402792040557604	0.23205872712945302	0.26664474108420155
263000	-12495.516038926915	-12293.339452671578	-202.17658625533707	-12293.339452671578	3588.078638618987	2.6880118821569523	2618.5355372187714	-161.27402406198854	0.28543539204329543	1.9702720689489195E-5	2.873909391648363E-11	0.2639808218900976	0.23726861138076955	0.26402792040557604	0.23205872712945302	0.26664474108420155
264000	-12502.608598884117	-12298.932884927406	-203.6757139567114	-12298.932884927406	3502.312166720362	2.6880118821569523	2895.75864611389	-159.92134627962182	0.2807118544782405	1.8928386201095174E-5	2.913156918807248E-11	0.27988087762413805	0.23726861138076955	0.26402792040557604	0.23205872712945302	0.26664474108420155
265000	-12493.599549571829	-12291.968840773243	-201.6307087985866	-12291.968840773243	3186.413274013971	2.6880118821569523	2098.471458405823	-166.41666156182563	0.22480779249936747	2.0685360663007237E-5	2.423774141306583E-11	0.2365615146128555	0.23726861138076955	0.26402792040557604	0.23205872712945302	0.26664474108420155
266000	-12492.305711542907	-12294.257392859827	-198.0483186830809	-12294.257392859827	3654.318296957808	2.6880118821569523	2306.106139752004	-160.62344051125146	0.2336852273708524	2.032427911458288E-5	2.4184747443531118E-11	0.23239113996391494	0.23726861138076955	0.26402792040557604	0.23205872712945302	0.26664474108420155
267000	-12492.402080999233	-12293.896899201436	-198.50518179779561	-12293.896899201436	3405.4501688456635	2.6880118821569523	2413.6258584818725	-160.20619595831567	0.18282042210461677	2.0348450467581306E-5	1.4230875649976261E-11	0.18410729982759597	0.2378741314714786	0.26342240031486697	0.23205872712945302	0.26664474108420155
268000	-12491.39159917584	-12296.37539295741	-195.01620621843037	-12296.37539295741	2888.9379531470368	2.6880118821569523	1826.8069069933426	-162.25082878344577	0.31837809039315296	2.208046929030091E-5	3.447527289443487E-11	0.2728253238972694	0.2423308651950972	0.25896566659124837	0.23205872712945302	0.26664474108420155
269000	-12498.536924001908	-12299.596672033631	-198.9402519682767	-12299.596672033631	3176.85111172862	2.6880118821569523	2512.9974070222493	-159.4530370838507	0.21408966825925596	2.0808899837454364E-5	1.757876024939156E-11	0.19876316337076694	0.2495425212176922	0.2517540105686534	0.23205872712945302	0.26664474108420155
270000	-12492.980630882781	-12294.56364643191	-198.41698445087047	-12294.56364643191	3128.9393493833895	2.6880118821569523	2380.947495764825	-160.0970636243959	0.2593118254233135	2.1560447594151572E-5	2.6492709884416755E-11	0.24203497996676168	0.2495425212176922	0.2517540105686534	0.23205872712945302	0.26664474108420155
271000	-12494.421071377466	-12295.32907792733	-199.0919934501363	-12295.32907792733	3351.9619857124276	2.6880118821569523	2702.226979791241	-157.499550065952	0.24456203046582464	2.0835230884322453E-5	1.5436282092862853E-11	0.18879167049615947	0.23606954462770946	0.2652269871586361	0.23205872712945302	0.26664474108420155
272000	-12489.971262476869	-12288.139071252244	-201.83219122462404	-12288.139071252244	3934.637583542775	2.6880118821569523	1634.1232998239318	-171.0915467263373	0.3214467781718063	1.8739011417176193E-5	3.1768578529738565E-11	0.2862883297298502	0.23606954462770946	0.2652269871586361	0.23205872712945302	0.26664474108420155
273000	-12490.84650993345	-12288.71887823338	-202.1276317000707	-12288.71887823338	4038.6797504039373	2.6880118821569523	2439.9020458935383	-162.99675673026618	0.30568973729029075	1.8455062149956428E-5	4.560477215517878E-11	0.33657731025424736	0.2527582751458357	0.2652269871586361	0.21536999661132677	0.26664474108420155
274000	-12496.032413111023	-12292.599138473945	-203.43327463707834	-12292.599138473945	3673.355284562867	2.6880118821569523	2706.733088269927	-161.58993738540454	0.2916057597763865	1.878194838077663E-5	2.682184444195155E-11	0.26727826836967716	0.2527582751458357	0.2652269871586361	0.21536999661132677	0.26664474108420155
275000	-12492.033009523659	-12291.539123267326	-200.49388625633202	-12291.539123267326	3776.6602655653724	2.6880118821569523	2338.0665962613343	-162.54780303990043	0.2761285756203122	1.9018593475052555E-5	2.758167363811051E-11	0.2625804902848499	0.2527582751458357	0.2652269871586361	0.21536999661132677	0.26664474108420155
276000	-12497.671031434455	-12296.48604749063	-201.1849839438239	-12296.48604749063	3607.7004351610126	2.6880118821569523	2577.192682279507	-161.1385098075223	0.19206242615488053	2.024288153907636E-5	2.10497813651642E-11	0.218867540925908	0.2527582751458357	0.2652269871586361	0.21536999661132677	0.26664474108420155
277000	-12492.415714291756	-12292.873787263172	-199.54192702858364	-12292.873787263172	3362.82246964527	2.6880118821569523	2514.321783074909	-160.02552536880856	0.21733433174360095	2.0664109200718408E-5	2.1299644561587004E-11	0.2178933734599701	0.2527582751458357	0.2652269871586361	0.21536999661132677	0.26664474108420155
278000	-12488.144935181901	-12291.29793646736	-196.84699871454174	-12291.29793646736	3138.9469834376373	2.6612866851502415	1987.839171576627	-162.7293648411492	0.2407785798500262	2.10487981894583E-5	2.6403675931778343E-11	0.24187857754417377	0.2527582751458357	0.2652269871586361	0.21536999661132677	0.26664474108420155
279000	-12492.80519853598	-12294.857464958055	-197.94773357792545	-12294.857464958055	3299.503620408501	2.6612866851502415	1896.1053925472067	-164.6553059989758	0.27223627270168455	2.123187890831483E-5	3.083209977720332E-11	0.26166448208683324	0.2527582751458357	0.2652269871586361	0.21536999661132677	0.26664474108420155
280000	-12498.11525972105	-12301.144741243515	-196.97051847753366	-12301.144741243515	3039.2922868098026	2.6612866851502415	2274.3205137115187	-159.99275058137107	0.2111646897575757	2.1685740947576047E-5	1.986802915222344E-11	0.204088476773639	0.253793529942726	0.26419173236174576	0.21536999661132677	0.26664474108420155
281000	-12491.462603945347	-12295.860756575934	-195.60184736941312	-12295.860756575934	3219.3181437075596	2.6612866851502415	1906.5871609695157	-162.66057911017992	0.1743568422123802	2.1188999276479862E-5	1.56628016088545E-11	0.1849891511310512	0.253793529942726	0.26419173236174576	0.21536999661132677	0.26664474108420155
282000	-12488.187446908467	-12292.457198185559	-195.73024872290787	-12292.457198185559	3108.8998185546625	2.6612866851502415	2060.455533197983	-160.79626431741636	0.25297070834047247	2.2529700491542156E-5	2.8631594245702028E-11	0.23811922056931095	0.253793529942726	0.26419173236174576	0.21536999661132677	0.26664474108420155
283000	-12487.85293772792	-12293.407583344206	-194.44535438371332	-12293.407583344206	3001.9556657711114	2.6612866851502415	2096.688458021887	-158.98268216574277	0.2874475180608168	2.249512883446644E-5	4.1322320645404733E-11	0.2716230325446503	0.253793529942726	0.26419173236174576	0.21536999661132677	0.26664474108420155
284000	-12491.447986852621	-12296.322319259512	-195.12566759310846	-12296.322319259512	3112.151620079335	2.6612866851502415	2074.7193083207076	-160.06002831436768	0.24897056036554197	2.158838881421145E-5	2.7181340232393813E-11	0.23505205096407733	0.253793529942726	0.26419173236174576	0.21536999661132677	0.26664474108420155
285000	-12498.927513726489	-12300.537512256575	-198.39000146991316	-12300.537512256575	3315.0727418871993	2.6612866851502415	2016.4511204377136	-164.56488805387426	0.1269444843768794	2.0836869469139476E-5	5.6628206757311666E-12	0.11253083380979309	0.2443354626935407	0.26419173236174576	0.21536999661132677	0.2761028083333869
286000	-12499.108714977536	-12299.435004207013	-199.67371077052294	-12299.435004207013	3101.2043266291967	2.6612866851502415	1944.8742565328043	-166.147294587813	0.21075435500750778	2.1473037971757346E-5	1.483765389852799E-11	0.18100725846174995	0.2443354626935407	0.26419173236174576	0.21536999661132677	0.2761028083333869
287000	-12498.201747890582	-12298.045472437077	-200.15627545350452	-12298.045472437077	3435.054585884814	2.8266086720933443	2310.5086717328413	-163.21104018262602	0.12442387296394258	1.998863187345269E-5	6.8115282853872724E-12	0.13027406549348508	0.2443354626935407	0.26419173236174576	0.21536999661132677	0.2761028083333869
288000	-12492.373977314019	-12291.061988944977	-201.31198836904073	-12291.061988944977	3442.1267650298755	2.4903063364434255	2670.0972653661793	-159.9379373602341	0.2879322384416995	2.0344152202002666E-5	3.433528665992077E-11	0.2866842858251041	0.2443354626935407	0.26419173236174576	0.21536999661132677	0.2761028083333869
289000	-12494.641122403693	-12292.310187427265	-202.33093497642676	-12292.310187427265	3451.9386689452103	2.630973406495696	1751.0362483613617	-170.81039837893144	0.22079068097575663	2.0655016069063707E-5	2.1768877014291992E-11	0.22333779692879713	0.2443354626935407	0.26419173236174576	0.21536999661132677	0.2761028083333869
